,ID,Floor,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Terrace surface,Terrace orientation,Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Living room surface,Elevator,TV cable,Heating type,Double glazing,Price,Kitchen type,Kitchen surface,Construction year,Building condition,Basement,Thermic solar panels,Number of frontages,Swimming pool,Street frontage width,Dressing room,Laundry room,Planning permission obtained,Subdivision permit,Monthly charges,Cadastral income,Office,Heat pump,Photovoltaic solar panels,Common water heater,Garden,Terrace,Bedroom 4 surface,Jacuzzi,Sauna,Office surface,Number of annexes,Living room surfacea
1622,9250824,2.0,,,Urban,77,1.0,,,,1.0,1.0,19,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,288000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1624,9250825,1.0,,,Urban,121,3.0,,,,2.0,1.0,23,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,440000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1625,9250822,2.0,,,Urban,110,2.0,,,,1.0,1.0,26,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,396000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1626,9250818,3.0,,,Urban,103,2.0,,,,1.0,1.0,36,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,399000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1629,9250827,1.0,,,Urban,92,2.0,,,,1.0,1.0,24,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,333000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1630,9250826,1.0,,,Urban,110,2.0,,,,1.0,1.0,26,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,390000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1631,9337290,5.0,,,,66,1.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,304000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1632,9337289,5.0,,,,66,1.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,309000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1633,9337288,5.0,,,,70,1.0,,,,1.0,,13,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,324000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1634,9337291,6.0,,,,70,1.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,329000.0,,,,As new,,,4.0,,,,,,,,,,,,,,Yes,,,,,,
1635,9337292,7.0,,,,84,1.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,374000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1636,9337293,7.0,,,,84,1.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,384000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1637,9337296,9.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,424000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1638,9337295,8.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,429000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1639,9337300,10.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,439000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1640,9337297,9.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,434000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1641,9337294,8.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,419000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1642,9337303,11.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,444000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1643,9337299,10.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,429000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1644,9337305,12.0,,,,130,2.0,,,,2.0,,39,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,699000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1645,9337302,11.0,,,,95,2.0,,,,1.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,434000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1646,9337306,12.0,,,,164,3.0,,,,2.0,,20,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,799000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1647,9337304,12.0,,,,101,2.0,,,,2.0,,10,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,489000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1648,9337301,10.0,,,,102,2.0,,,,2.0,,25,,,Not specified,Not specified,Not specified,No,Rue Tenbosch 37 1050- Ixelles,,,,,,509000.0,,,,As new,,,4.0,,,,,,,,,,,,,,,,,,,,
1651,9337475,1.0,1.0,1.0,,151,3.0,,,,2.0,1.0,28,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,630000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1653,9337481,3.0,1.0,1.0,,151,2.0,,,,2.0,1.0,23,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,705000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1654,9337474,1.0,1.0,1.0,,151,2.0,,,,2.0,1.0,23,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,610000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1655,9337477,2.0,1.0,1.0,,151,3.0,,,,2.0,1.0,19,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,645000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1656,9337479,2.0,1.0,1.0,,167,3.0,,,,2.0,1.0,27,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,665000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1659,9337482,3.0,1.0,1.0,,167,3.0,,,,2.0,1.0,28,,,Not specified,Not specified,Not specified,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,725000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1661,9337636,1.0,,,,158,3.0,,,,1.0,1.0,21,,92.0,B,693 kg CO₂/m²,14457 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,470000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1662,9337637,2.0,,,,146,2.0,,,,1.0,1.0,26,,134.0,B,776 kg CO₂/m²,19491 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,460000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1664,9337635,1.0,,,,146,2.0,,,,1.0,1.0,10,,92.0,B,640 kg CO₂/m²,13418 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,440000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1666,9337638,2.0,,,,158,3.0,,,,1.0,1.0,20,,143.0,B,888 kg CO₂/m²,22599 kWh/year,No,Boulevard de la Sauvenière 37 4000- Liège,,Yes,,,Yes,480000.0,,,,As new,Yes,,2.0,Yes,,,,,,,,,,,,,,,,,,,
1674,9338396,2.0,,,,110,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,,Yes,Yes,Gas,Yes,305000.0,,,2022.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,Yes,,,,,,
1676,9338395,2.0,,,,102,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,,Yes,Yes,Gas,Yes,290000.0,,,2022.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,Yes,,,,,,
1677,9338398,1.0,,,,110,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,,Yes,Yes,Gas,Yes,310000.0,,,2022.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,Yes,,,,,,
1683,9338397,1.0,,,,89,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Dorpsplein 1 9940- Evergem,,Yes,Yes,Gas,Yes,300000.0,,,2022.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,Yes,,,,,,
1695,9338555,2.0,,,"Living area (residential, urban or rural)",25,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,"Rue Picard (Gare Maritime), 71000- Brussel",25m² square meters,Yes,Yes,Gas,Yes,175000.0,Not installed,,2015.0,Good,,,2.0,,,,,,No,,,,,,,,,,,,,,25
1698,9340479,1.0,,,Urban,86,2.0,12,10,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,36m² square meters,Yes,,Gas,Yes,246000.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,36
1705,9340478,1.0,,,Urban,86,2.0,12,10,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,36m² square meters,Yes,,Gas,Yes,246000.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,36
1706,9340482,2.0,,,Urban,133,3.0,12,13,12,2.0,2.0,6,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,40m² square meters,Yes,,Gas,Yes,390900.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,40
1707,9340483,2.0,,,Urban,133,3.0,12,13,12,2.0,2.0,6,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,40m² square meters,Yes,,Gas,Yes,390900.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,40
1708,9340486,2.0,,,Urban,133,3.0,12,13,12,2.0,2.0,7,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,38m² square meters,Yes,,Gas,Yes,399000.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,38
1709,9340484,2.0,,,Urban,133,3.0,12,13,12,2.0,2.0,7,,,Not specified,Not specified,Not specified,No,Kattestraat 4 1730- Asse,37m² square meters,Yes,,Gas,Yes,399000.0,USA hyper equipped,,2021.0,,Yes,,3.0,No,14 m,,,Yes,No,,,,,,,,,,,,,,37
1710,9340580,1.0,,,,91,2.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,252000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1711,9340581,1.0,,,,72,2.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,189000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1712,9340585,2.0,,,,67,2.0,,,,1.0,,5,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,195000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1713,9340584,2.0,,,,91,2.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,249500.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1714,9340587,2.0,,,,87,2.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,249500.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1717,9340583,1.0,,,,92,2.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,245000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1718,9340588,3.0,,,,88,2.0,,,,1.0,,8,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,239000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1719,9340589,3.0,,,,89,2.0,,,,1.0,,9,,,Not specified,Not specified,Not specified,No,Den Triangel 2 8610- Kortemark,,Yes,,Gas,Yes,239000.0,Hyper equipped,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
1720,9251389,2.0,,,,77,1.0,14,,,1.0,1.0,6,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,199900.0,Installed,7,2018.0,,,,,,,,,,,,,,,,,,,,,,,,
1721,9251390,3.0,,,,99,2.0,14,10,,1.0,1.0,41,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,329900.0,Installed,9,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
1723,9251396,1.0,,,,89,2.0,13,9,,1.0,1.0,4,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,239900.0,Installed,7,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
1724,9251406,2.0,,,,90,2.0,14,9,,1.0,1.0,4,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,244900.0,Installed,6,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
1726,9251402,1.0,,,,90,2.0,13,9,,1.0,1.0,4,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,239900.0,Installed,7,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
1727,9251403,2.0,,,,91,2.0,14,10,,1.0,1.0,13,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,244900.0,Installed,6,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
1731,9251692,2.0,,,Urban,67,1.0,10,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Boomstraat 93 2880- Bornem,13m² square meters,Yes,,Gas,Yes,237000.0,Hyper equipped,16,2021.0,As new,,,2.0,,,,,,,,,,,,,,,,,,,,13
1733,9251691,2.0,,,Urban,68,1.0,10,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Boomstraat 93 2880- Bornem,16m² square meters,Yes,,Gas,Yes,237000.0,Hyper equipped,15,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,16
1738,9251770,10.0,,,Isolated,81,2.0,17,9,,1.0,1.0,7,,490.0,F,8908 kg CO₂/m²,39662 kWh/year,No,Boulevard Piercot 7 4000- Liège,24m² square meters,Yes,No,Gas,,155000.0,Installed,6,1977.0,Good,,,2.0,,,,,,,,924.924,No,,,,Yes,,,,,,,24
1746,9252930,2.0,,2.0,Isolated,109,2.0,12,10,,1.0,2.0,5,,,Not specified,Not specified,Not specified,No,Rue de Rixensart 77 1332- Genval,,Yes,,Gas,Yes,288700.0,USA hyper equipped,,2021.0,As new,Yes,,,No,,,,,,,,,,,,,,,,,,,
1747,9253073,1.0,66.0,66.0,Urban,105,2.0,,,,,,15,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,305711.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1748,9253076,1.0,66.0,66.0,Urban,89,2.0,,,,,,16,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,270981.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1750,9253074,1.0,66.0,66.0,Urban,89,2.0,,,,,,16,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,268009.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1756,9253083,1.0,9.0,66.0,Urban,71,1.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,225612.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1757,9253082,1.0,66.0,66.0,Urban,123,3.0,,,,,,18,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,328232.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1758,9253087,1.0,66.0,66.0,Urban,91,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,255289.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1759,9253090,2.0,66.0,66.0,Urban,89,2.0,,,,,,16,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,289430.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1760,9253088,1.0,,,,96,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,,,,,261781.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1761,9253084,1.0,9.0,66.0,Urban,70,1.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,,,,Yes,228128.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1762,9253086,1.0,9.0,66.0,Urban,74,1.0,,,,,,6,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,226562.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1763,9253085,1.0,9.0,66.0,Urban,80,1.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,241528.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1769,9253098,2.0,66.0,66.0,Urban,123,3.0,,,,,,18,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,336739.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1773,9253099,2.0,,66.0,Urban,71,1.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,228657.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1774,9253101,2.0,9.0,66.0,Urban,80,1.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,246131.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1775,9253104,3.0,66.0,66.0,Urban,73,1.0,,,,1.0,,13,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,235340.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1776,9253103,2.0,9.0,66.0,Urban,91,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,290507.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1777,9253102,2.0,9.0,66.0,Urban,74,1.0,,,,,,6,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,228228.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1778,9253105,3.0,,,Urban,67,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,216672.0,Hyper equipped,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1781,9253109,3.0,66.0,66.0,Urban,67,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,218314.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1784,9253115,5.0,66.0,66.0,Urban,96,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,290392.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1785,9253112,4.0,,,Urban,91,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,,,,,280336.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1786,9253113,4.0,9.0,66.0,Urban,96,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,284302.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1787,9253110,3.0,66.0,66.0,Urban,67,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,217910.0,,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1788,9253111,3.0,66.0,66.0,Urban,67,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,218314.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1789,9253119,2.0,66.0,66.0,Urban,96,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,265269.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1791,9253117,7.0,66.0,66.0,Urban,91,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,287943.0,Hyper equipped,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1792,9253114,5.0,66.0,66.0,Urban,91,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,286426.0,Hyper equipped,,,As new,,,,,,,,,,,,,,,,,,,,,,,
1793,9253118,2.0,66.0,66.0,Urban,105,2.0,,,,,,15,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,309223.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1794,9253120,3.0,66.0,66.0,,71,1.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,233199.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1795,9253121,3.0,66.0,66.0,Urban,147,3.0,,,,2.0,,23,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,413314.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1796,9253124,6.0,,66.0,Urban,96,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,292483.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1797,9253122,3.0,66.0,66.0,Urban,91,2.0,,,,1.0,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,270040.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1798,9253123,3.0,66.0,66.0,Urban,96,2.0,,,,1.0,,12,,,Not specified,Not specified,Not specified,No,Coupure Rechts 88 9000- Gent,,Yes,,,Yes,280518.0,Hyper equipped,,2021.0,As new,,,,,,,,,,,,,,,,,,,,,,,
1804,9341352,2.0,1.0,,,86,2.0,12,14,,,1.0,7,North,95.0,A,Not specified,Not specified,No,Koningsstraat 23 8400- Oostende,26m² square meters,Yes,,Gas,Yes,199000.0,Hyper equipped,,,As new,,,,No,,No,,Yes,No,,1.0,,No,,,,,,,,,,26
1806,9341373,4.0,,29.0,Urban,128,3.0,,,,2.0,1.0,,,210.0,D,Not specified,Not specified,No,Waterloosesteenweg 631 1050- Brussel,,Yes,,Gas,,410000.0,Hyper equipped,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1810,9341367,4.0,,29.0,Urban,213,6.0,,,,4.0,3.0,,,210.0,D,Not specified,Not specified,No,Waterloosesteenweg 631 1050- Brussel,,Yes,,Gas,,640000.0,Hyper equipped,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1811,9341372,4.0,,29.0,Urban,125,3.0,,,,1.0,1.0,,,210.0,D,Not specified,Not specified,No,Waterloosesteenweg 631 1050- Brussel,,Yes,,Gas,,410000.0,Hyper equipped,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
1816,9341462,5.0,,1.0,,80,2.0,,,,2.0,2.0,,,106.0,B,Not specified,Not specified,No,"Leopoldlaan, 99 8430- Middelkerke",,Yes,,Electric,Yes,395000.0,Not installed,,2003.0,Good,,,2.0,,,,,Yes,No,,,,,,,,Yes,,,,,,
1820,9341996,3.0,1.0,,,70,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Antwerpsestraat 292 2640- Mortsel,,Yes,,Gas,Yes,203000.0,Semi equipped,,2021.0,,Yes,,2.0,,,,,Yes,,,,,,,,,,,,,,,
1833,9344875,2.0,,,,,2.0,,,,1.0,1.0,,,293.0,C,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,139000.0,,,,As new,,,,,,No,,Yes,No,,609.609,No,,,,,,,,,,,
1835,9346296,5.0,,,,145,3.0,,,,2.0,2.0,27,,,Not specified,Not specified,Not specified,No,Albert I laan 92 8670- Oostduinkerke,,Yes,Yes,,No,630000.0,,,2023.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,,,,,,,
1836,9345869,3.0,1.0,1.0,,60,2.0,,,,2.0,2.0,8,,,Not specified,Not specified,Not specified,No,Rue de Nivelles 1 1440- Braine-le-Château,,Yes,,,Yes,179000.0,USA installed,,2020.0,As new,,,,Yes,,,,,,,,,,,,,,,,,,,
1839,9346295,5.0,,,,170,3.0,,,,2.0,2.0,36,,,Not specified,Not specified,Not specified,No,Albert I laan 92 8670- Oostduinkerke,,Yes,Yes,,No,740000.0,,,2023.0,,,,,No,,No,,Yes,No,,,No,,,,Yes,,,,,,,
