,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10111456,10111456,house,house,420000,forsale,2930,l,hyperequipped,2003,justrenovated,gas,197,3,193,true,,75,true,,,1,,,Antwerp,After signing the deed,2003,Just renovated,3,,115m²square meters,31m²square meters,Hyper equipped,11m²square meters,3,15m²square meters,14m²square meters,7m²square meters,1,2,,,193m²square meters,,South,25m²square meters,197 kWh/m²kilowatt hour per square meters,B,86,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,Non flood zone,"Living area (residential, urban or rural)","€ 420,000420000 €",€ 890890 €,No,,,,Antwerp,,7 m,8 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,No,No,,No,,25m²square meters,No,Yes,No,Yes,Yes,Connected,75m²square meters,South,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,Yes,,,1,190m²square meters,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10156110,10156110,house,house,220000,forsale,2300,l,semiequipped,,tobedoneup,gas,620,3,150,,,30,,,,,,,Antwerp,After signing the deed,,To be done up,2,,162m²square meters,,Semi equipped,10m²square meters,3,20m²square meters,14m²square meters,13m²square meters,1,,,No,150m²square meters,,South,,620 kWh/m²kilowatt hour per square meters,F,20220714-0002641034-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 220,000220000 €",€ 423423 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69114 - TUR-22-GME-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155729,10155729,house,house,292000,forsale,2660,l,,,good,,385,3,192,,true,75,,,,,,,Antwerp,After signing the deed,,Good,2,,152m²square meters,,,,3,,,,1,2,Yes,No,192m²square meters,,West,,385 kWh/m²kilowatt hour per square meters,D,2646316-RES-1,Not specified,Not specified,No,,,Yes,,No,,Non flood zone,,"€ 292,000292000 €",,No,Sint-Jansvliet 5 2000- Antwerpen,http://www.heylenvastgoed.be,67280 - ANT-22-COP-0,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,,,,,,,,,75m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156948,10156948,house,house,349000,forsale,2500,l,installed,,asnew,gas,267,3,96,,,,true,,,,,,Antwerp,To be defined,,As new,2,,127m²square meters,,Installed,,3,,,,1,2,,No,96m²square meters,Yes,South,8m²square meters,267 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,69132 - LIE-22-JLE-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156171,10156171,house,house,369900,forsale,2390,l,,2004,good,gas,159,3,0,,,120,,,,,,,Antwerp,After signing the deed,2004,Good,3,,163m²square meters,30m²square meters,,,3,,,,1,2,,No,,,,,159 kWh/m²kilowatt hour per square meters,B,-20220922-0002680397-RES-1.,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 369,900369900 €",,No,Lierselei 13/1 2390- Oostmalle,http://www.heylenvastgoed.be,69067 - MAL-22-JSM-0,Antwerp,,7 m,10 mmeters,,,,,,,,,,,,,,,,,,,,120m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156232,10156232,house,house,369000,forsale,2250,l,,,tobedoneup,,545,3,1234,,true,,true,,,1,,,Antwerp,After signing the deed,,To be done up,3,,148m²square meters,,,,3,,,,1,2,Yes,No,1234m²square meters,Yes,North,,545 kWh/m²kilowatt hour per square meters,F,20220920-0002679087-RES-1,Not specified,Not specified,No,,,Yes,Yes,No,No,Non flood zone,,"€ 369,000369000 €",€ 379379 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,69004 - HER-22-BST-1,Antwerp,,,,Yes,,,,1,Countryside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092261,10092261,house,chalet,189000,forsale,2382,l,semiequipped,1984,good,,1239,1,480,,,150,true,,,,,,Antwerp,After signing the deed,1984,Good,4,,64m²square meters,,Semi equipped,10m²square meters,1,,,,1,1,,No,480m²square meters,,South,60m²square meters,1239 kWh/m²kilowatt hour per square meters,F,20220901-0002666193-RES-1,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,Residential recreation area,"€ 189,000189000 €",,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,64452 - TUR-22-JEF-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,150m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877020,9877020,house,house,239000,forsale,2600,l,installed,,torenovate,,489,2,97,,,,true,,,,,,Antwerp,After signing the deed,,To renovate,2,,115m²square meters,,Installed,,2,,,,1,1,,No,97m²square meters,,,5m²square meters,489 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,,Yes,Yes,No,Yes,,Non flood zone,"Living area (residential, urban or rural)","€ 239,000239000 €",,No,"Bredabaan, 896 2170- Merksem",http://www.sinjoor.be,21015 - SIA/22/004,Antwerp,,5 m,5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161014,10161014,house,house,495000,forsale,2620,l,installed,1955,good,gas,246,3,378,true,true,27,true,,,8,,,Antwerp,After signing the deed,1955,Good,2,,180m²square meters,32m²square meters,Installed,12m²square meters,3,18m²square meters,10m²square meters,17m²square meters,1,2,,,378m²square meters,,South,18m²square meters,246 kWh/m²kilowatt hour per square meters,C,20220913-0002673572-RES-1,9295 kg CO₂/m²,Not specified,No,Gas,Yes,Yes,,No,No,Non flood zone,Residential recreation area,"€ 495,000495000 €",€ 566566 €,Yes,,,,Antwerp,,8 m,,Yes,,,No,8,"Living area (residential, urban or rural)",,Yes,No,32m²square meters,No,16m²square meters,39m²square meters,No,Yes,No,No,Yes,Connected,27m²square meters,South,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,,,,Yes,,,,76m²square meters,Yes,,2,,,Yes,,,,,1,,,,,,,,,,,,,,,,,,,
10091052,10091052,house,house,339000,forsale,2300,l,installed,2018,good,,97,3,171,,,,,,,1,,,Antwerp,,2018,Good,,,115m²square meters,31m²square meters,Installed,,3,,,,1,2,,No,171m²square meters,,,,97 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €",,No,Parklaan 101 2300- Turnhout,http://www.bols.be,19647 - 126621727,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065722,10065722,house,house,279000,forsale,2560,l,,1956,torenovate,gas,960,3,280,,true,,true,,,,,,Antwerp,After signing the deed,1956,To renovate,4,,167m²square meters,,,,3,,,,1,,Yes,No,280m²square meters,,,,960 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,65021 - LIE-22-GLE-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024457,10024457,house,house,349000,forsale,2600,l,installed,,good,,320,5,95,,true,20,true,,,,,,Antwerp,After signing the deed,,Good,2,,323m²square meters,,Installed,,5,,,,2,2,Yes,No,95m²square meters,,North West,5m²square meters,320 kWh/m²kilowatt hour per square meters,D,20220214-0002533746-RES-1,Not specified,Not specified,No,,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €","€ 1,1031103 €",No,Italiëlei 207 2000- Antwerpen,http://www.heylenvastgoed.be,62128 - ANT-22-COP-0,Antwerp,,5 m,5 mmeters,Yes,,,,,,,,,,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069455,10069455,house,house,350000,forsale,2580,l,installed,1957,,gas,582,3,273,,true,,true,true,,1,3,,Antwerp,After signing the deed,1957,,,3,203m²square meters,,Installed,,3,,,,1,2,Yes,No,273m²square meters,Yes,West,,582 kWh/m²kilowatt hour per square meters,F,20220518-0002606593-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 350,000350000 €",€ 555555 €,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,64482 - HEI-22-AVC-0,Antwerp,,,15 mmeters,Yes,,,,1,Urban,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942670,9942670,house,house,419900,forsale,2170,l,notinstalled,1930,torenovate,gas,257,7,330,,true,,,,,,,,Antwerp,After signing the deed,1930,To renovate,,,300m²square meters,,Not installed,,7,,,,1,,Yes,No,330m²square meters,,,,257 kWh/m²kilowatt hour per square meters,C,20180327-0001898920-3,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 419,900419900 €",,No,Prins Boudewijnlaaan 318 2610- Wilrijk,,1955 - 1928,Antwerp,,6 m,6 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128392,10128392,house,house,365000,forsale,2860,l,,1941,torenovate,,610,4,580,,true,260,,,,1,,,Antwerp,After signing the deed,1941,To renovate,3,,143m²square meters,33m²square meters,,26m²square meters,4,19m²square meters,11m²square meters,11m²square meters,1,1,Yes,No,580m²square meters,,North West,,610 kWh/m²kilowatt hour per square meters,F,20210905-0002460276-RES-1,1000 kg CO₂/m²,Not specified,No,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 365,000365000 €",€ 609609 €,No,Schoolstraat 58 2820- Bonheiden,http://www.hartemberg.be,294 - 22/09/01,Antwerp,,5 m,10 mmeters,,,,,1,,,,,,,,,,,,,,,260m²square meters,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082638,10082638,house,apartmentblock,429000,forsale,2060,l,notinstalled,1850,torenovate,gas,192,0,70,,,,,,,,,,Antwerp,,1850,To renovate,4,,250m²square meters,,Not installed,,,,,,3,,,No,70m²square meters,,,,192 kWh/m²kilowatt hour per square meters,B,2585413,Not specified,Not specified,,Gas,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,6501650 €",Yes,Frankrijlei 156/158 2000- Antwerpen,http://www.dewaele.com,D2000-22043,Antwerp,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105776,10105776,house,house,559000,forsale,2460,l,,2015,asnew,,76,3,662,,,,,,,1,,,Antwerp,After signing the deed,2015,As new,,,276m²square meters,,,,3,,,,1,2,,No,662m²square meters,Yes,East,,76 kWh/m²kilowatt hour per square meters,A,13017-G-2014_3626/EP05379/A001/D01/SD001,Not specified,Not specified,No,,,Yes,Yes,No,No,Non flood zone,Extended residential area,"€ 559,000559000 €","€ 1,2451245 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,64362 - TUR-22-KWO-0,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600085,9600085,house,house,474500,forsale,2630,l,installed,,good,fueloil,531,3,1005,,true,,true,,,2,4,,Antwerp,,,Good,,4,200m²square meters,35m²square meters,Installed,14m²square meters,3,25m²square meters,23m²square meters,16m²square meters,1,2,Yes,No,1005m²square meters,Yes,North,,531 kWh/m²kilowatt hour per square meters,F,20210416-0002402558-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,,,,"Living area (residential, urban or rural)","€ 474,500474500 €",€ 746746 €,No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,14104 - 371447,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084400,10084400,house,house,629000,forsale,2600,l,notinstalled,1930,,gas,343,5,145,,true,55,true,,,,,,Antwerp,After signing the deed,1930,,,,200m²square meters,,Not installed,,5,20m²square meters,20m²square meters,16m²square meters,1,3,Yes,No,145m²square meters,,South East,5m²square meters,343 kWh/m²kilowatt hour per square meters,D,20220520-0002607817-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 629,000629000 €",€ 951951 €,No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,16710 - 374327,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",1,,,,,,,,,,,,,55m²square meters,,,,,,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10054863,10054863,house,villa,1290000,forsale,2650,l,,1995,good,fueloil,179,7,1260,,,,,,,4,6,,Antwerp,After signing the deed,1995,Good,4,6,430m²square meters,,,,7,,,,3,,,No,1260m²square meters,Yes,South,,179 kWh/m²kilowatt hour per square meters,B,0002558738,Not specified,Not specified,No,Fuel oil,Yes,,,,,,,"€ 1,290,0001290000 €",,No,Prins Boudewijnlaaan 318 2610- Wilrijk,,1985 - 1976,Antwerp,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050720,10050720,house,villa,849500,forsale,2630,l,installed,1980,good,gas,228,5,843,,,,true,true,,1,,,Antwerp,,1980,Good,,,259m²square meters,50m²square meters,Installed,129m²square meters,5,25m²square meters,22m²square meters,20m²square meters,2,,,No,843m²square meters,Yes,South West,,228 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 849,500849500 €","€ 2,3302330 €",No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,16515 - 374676,Antwerp,,,,,,,,1,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,11m²square meters,5m²square meters,Yes,Yes,,,,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10166285,10166285,house,house,434000,forsale,2610,l,installed,1937,justrenovated,gas,160,3,0,true,true,55,true,,,,,,Antwerp,,1937,Just renovated,1,,215m²square meters,,Installed,,3,25m²square meters,15m²square meters,10m²square meters,1,2,Yes,,,,,1m²square meter,160 kWh/m²kilowatt hour per square meters,B,202210100002693830-RES1,4716 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,,Non flood zone,,"€ 434,000434000 €",€ 428428 €,No,,,,Antwerp,,5 m,,Yes,"Yes, conform",,,,,,No,No,,No,,,No,No,No,No,No,Connected,55m²square meters,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,,,Yes,,,1,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10167085,10167085,house,house,599000,forsale,2270,l,hyperequipped,1949,asnew,gas,254,5,910,true,true,710,true,,,1,2,,Antwerp,After signing the deed,1949,As new,4,2,386m²square meters,19m²square meters,Hyper equipped,17m²square meters,5,21m²square meters,11m²square meters,21m²square meters,2,2,Yes,,910m²square meters,,,40m²square meters,254 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 599,000599000 €","€ 1,1011101 €",No,Belgïelaan 4 2200- Herentals,,4966728,Antwerp,,13 m,19 mmeters,Yes,,,,1,Urban,,,,,,,71m²square meters,,,,,,Connected,710m²square meters,,,Yes,,,,,Yes,,,,,,,,Yes,,,19m²square meters,,Yes,,,1,200m²square meters,,,,26m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10145623,10145623,house,house,349000,forsale,2660,l,installed,1930,tobedoneup,gas,508,3,350,,,175,true,,,,,,Antwerp,To be defined,1930,To be done up,2,,194m²square meters,,Installed,,3,,,,1,2,,No,350m²square meters,,,,508 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 349,000349000 €",€ 463463 €,No,Lange Lobroekstraat 672060- Antwerpen,,4935277,Antwerp,,5.5 m,5.5 mmeters,,,,,,,,,,,,,,,,,,,,175m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044866,10044866,house,villa,810368,forsale,2970,l,installed,2023,,gas,,4,5371,,true,,,,,2,2,1,Antwerp,,2023,,4,2,396m²square meters,,Installed,,4,,,,2,3,Yes,No,5371m²square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,,,,No,,Non flood zone,Residential park,"€ 810,368810368 €",,No,"Bredabaan, 896 2170- Merksem",http://www.sinjoor.be,21319 - SIN/22/059-l,Antwerp,,,27.65 mmeters,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142071,10142071,house,chalet,225000,forsale,2200,l,,1999,good,fueloil,373,2,830,,true,,,,,,,,Antwerp,After signing the deed,1999,Good,4,,93m²square meters,,,,2,,,,1,2,Yes,No,830m²square meters,Yes,North East,,373 kWh/m²kilowatt hour per square meters,D,20220929-0002685125-RES-1,Not specified,Not specified,No,Fuel oil,,,,,,Non flood zone,,"€ 225,000225000 €",,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,68113 - HER-22-BST-1,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154225,10154225,house,house,285000,forsale,2340,l,,1972,torenovate,,447,4,375,,,,true,,,1,,,Antwerp,After signing the deed,1972,To renovate,2,,,,,,4,,,,1,2,,No,375m²square meters,Yes,South West,,447 kWh/m²kilowatt hour per square meters,E,20220812-0002655158-RES-1.,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 810810 €,No,Lierselei 13/1 2390- Oostmalle,http://www.heylenvastgoed.be,68906 - MAL-22-SVR-0,Antwerp,,,6.45 mmeters,Yes,,,,1,Shop street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153329,10153329,house,house,315000,forsale,2340,l,installed,,good,gas,426,3,0,,true,,true,,,,,,Antwerp,,,Good,3,,120m²square meters,31m²square meters,Installed,,3,,,,1,2,Yes,No,,,,,426 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 315,000315000 €",€ 366366 €,No,Parklaan 101 2300- Turnhout,http://www.bols.be,19661 - 961,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153860,10153860,house,house,389000,forsale,2550,l,hyperequipped,,asnew,gas,129,2,102,,true,30,true,,,,,,Antwerp,To be defined,,As new,2,,95m²square meters,23m²square meters,Hyper equipped,24m²square meters,2,17m²square meters,11m²square meters,,,2,Yes,No,102m²square meters,,South East,,129 kWh/m²kilowatt hour per square meters,B,20221005-0002689275-RES-1,Not specified,Not specified,,Gas,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 389,000389000 €",,No,Krijgsbaan 11 b1 2640- Mortsel,,,Antwerp,,,,Yes,,,,,,,No,,,,,,,,,,,Connected,30m²square meters,,,,,,,,,,,,,,No,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153804,10153804,house,house,728900,forsale,2500,l,installed,2014,asnew,gas,105,4,503,,,386,true,,,,3,,Antwerp,After signing the deed,2014,As new,3,3,273m²square meters,,Installed,,4,14m²square meters,12m²square meters,12m²square meters,2,3,,,503m²square meters,,,70m²square meters,105 kWh/m²kilowatt hour per square meters,B,12021-G-2013_3660/EP06992/A001/D01/SD001,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,,,"€ 728,900728900 €",,No,,,,Antwerp,,7 m,,Yes,,,,,,1,No,No,,No,,,No,Yes,No,No,Yes,Not connected,386m²square meters,,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,18m²square meters,,Yes,,,,,Yes,,64,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
10157946,10157946,house,house,189000,forsale,2300,l,semiequipped,,,gas,333,2,91,,,,,,,,,,Antwerp,After signing the deed,,,,,102m²square meters,,Semi equipped,12m²square meters,2,17m²square meters,14m²square meters,,1,1,,No,91m²square meters,,,,333 kWh/m²kilowatt hour per square meters,D,20220405-0002578593-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 189,000189000 €",€ 371371 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69314 - TUR-22-GME-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158731,10158731,house,house,255000,forsale,2140,l,,1911,good,,667,3,55,,true,,,,,1,,,Antwerp,After signing the deed,1911,Good,,,165m²square meters,,,,3,,,,1,1,Yes,No,55m²square meters,,,,667 kWh/m²kilowatt hour per square meters,F,2678784-RES,Not specified,Not specified,No,,,Yes,No,Yes,,Non flood zone,,"€ 255,000255000 €",,No,Italiëlei 207 2000- Antwerpen,http://www.heylenvastgoed.be,69358 - ANT-22-COP-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866646,9866646,house,house,349000,forsale,2180,l,hyperequipped,,good,gas,426,3,325,,true,230,,,,,,,Antwerp,To be defined,,Good,,,130m²square meters,32m²square meters,Hyper equipped,12m²square meters,3,14m²square meters,12m²square meters,8m²square meters,,2,Yes,No,325m²square meters,,East,,426 kWh/m²kilowatt hour per square meters,E,20220401-0002576352-RES-1,Not specified,Not specified,,Gas,Yes,Yes,,,,,"Living area (residential, urban or rural)","€ 349,000349000 €",,No,Kapelsesteenweg 348 2930- Brasschaat,,,Antwerp,,,,Yes,,,,,,,No,,,,,,,,,,,Connected,230m²square meters,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103110,10103110,house,house,430000,forsale,2820,l,installed,1958,good,fueloil,276,3,553,,true,,,,,1,4,,Antwerp,,1958,Good,,4,246m²square meters,40m²square meters,Installed,,3,18m²square meters,16m²square meters,,1,2,Yes,No,553m²square meters,,,,276 kWh/m²kilowatt hour per square meters,C,20220908-0002670738-RES-1,Not specified,Not specified,No,Fuel oil,,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 430,000430000 €","€ 1,0191019 €",No,Koningin Astridlaan 35 2800- Mechelen,http://www.demakelaardij.be,3927 -,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158047,10158047,house,house,415000,forsale,2950,l,hyperequipped,,asnew,gas,219,3,210,true,,,true,,,1,,,Antwerp,To be defined,,As new,,,186m²square meters,37m²square meters,Hyper equipped,10m²square meters,3,16m²square meters,15m²square meters,9m²square meters,,2,,No,210m²square meters,Yes,South East,15m²square meters,219 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,Yes,Yes,Yes,,,Non flood zone,,"€ 415,000415000 €",,No,Kapelsesteenweg 348 2930- Brasschaat,,,Antwerp,,,,Yes,,,,1,,,No,,,,,,,,,,,Connected,,South East,,,,,,,,,,,,,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
