,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Building condition,Number of frontages,Covered parking spaces,Living room,Bedrooms,Bathrooms,Basement,Garden surface,Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available as of,Available date,Construction year,Street frontage width,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Shower rooms,Toilets,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Terrace surface,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Heating type,Double glazing,Flood zone type,Virtual visit,How many fireplaces?,Kitchen surface,Garden,Garden orientation,As built plan,Dining room,Bedroom 4 surface,Latest land use designation,Planning permission obtained,Subdivision permit,Office surface,Office,Intercom,Total ground floor buildable,Possible priority purchase right,Bedroom 5 surface,Dressing room,Laundry room,Professional space,Basement surface,Attic surface,Isolated,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Obligation to build,Neighbourhood or locality,Conformity certification for fuel tanks,Number of annexes,Property name,Professional space surface,Proceedings for breach of planning regulations,Extra information,E-level (overall energy performance),Agent's name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Type of building,Venue of the sale,Single session,Terms of visit,Starting price,Monthly charges,Age of annuitants,Age of annuitant,Minimum overbid,Price after higher bid,Current monthly revenue,Maximum duration of annuity,Percentage rented,EPC description
9989719,9989719,house,mansion,285000,forsale,6110,l,installed,,good,fueloil,520,4,500,true,true,280,true,true,,,4,,Hainaut,Good,4,,,4,1,Yes,280m²square meters,,520 kWh/m²kilowatt hour per square meters,G,G,Not specified,126432 kWh/year,"Make an offer starting from€ 285,000Make an offer starting from285000 €",€ 639639 €,No,Place de la Digue 13 6000- Charleroi,,4805107,Hainaut,After signing the deed,,,,4,,172m²square meters,14m²square meters,Installed,12m²square meters,12m²square meters,15m²square meters,1,2,Yes,No,500m²square meters,,,,40m²square meters,No,,Yes,,,Fuel oil,Yes,,,,12m²square meters,,,,Yes,14m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9961166,9961166,house,house,230000,forsale,6001,l,,,asnew,,380,4,35,,,30,,,,,,,Hainaut,As new,2,,,4,,,30m²square meters,,380 kWh/m²kilowatt hour per square meters,E,20220610011835,Not specified,Not specified,"€ 230,000230000 €","€ 1,1001100 €",No,,,,Hainaut,,June 11 2022 - 12:00 AM,,,,,,,,10m²square meters,10m²square meters,12m²square meters,,,,,35m²square meters,,Connected,Yes,,No,No,Yes,No,No,,Yes,Non flood zone,,,,,,,,20m²square meters,,,,,No,No,,,,No,Yes,No,,,,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051319,10051319,house,house,239000,forsale,6032,l,installed,,asnew,gas,297,3,1,,,1,true,,,,,,Hainaut,As new,2,,,3,1,,1m²square meter,,297 kWh/m²kilowatt hour per square meters,D,20150430010379,52 kg CO₂/m²,297 kWh/year,"€ 239,000239000 €",€ 475475 €,No,,,,Hainaut,After signing the deed,,,,,,,,Installed,30m²square meters,12m²square meters,16m²square meters,,2,,,1m²square meter,,Connected,Yes,1m²square meter,,,,,,Gas,Yes,Non flood zone,,,16m²square meters,,South,,,,,,,,No,,,,,Yes,,No,,,,No,No,No,No,Yes,,,,,,,,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972994,9972994,house,house,290000,forsale,7784,l,installed,,good,pellet,295,3,817,,,817,true,,,2,3,,Hainaut,Good,4,2,,3,1,,817m²square meters,,295 kWh/m²kilowatt hour per square meters,D,20210410003553,74 kg CO₂/m²,50120 kWh/year,"€ 290,000290000 €","€ 1,0841084 €",No,Rue du Faubourg 62 7780- Comines,http://www.gm-immobilier.be,4800476,Hainaut,After signing the deed,,,,3,,130m²square meters,46m²square meters,Installed,19m²square meters,16m²square meters,13m²square meters,,2,,No,817m²square meters,,,No,30m²square meters,,,,Yes,No,Pellet,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059092,10059092,house,villa,300000,forsale,7000,l,installed,,,gas,,4,750,,,,,,,,,,Hainaut,,4,,,4,1,,,,Not specified,C,20130128010130,Not specified,Not specified,"€ 300,000300000 €","€ 1,0891089 €",No,,,,Hainaut,Immediately,,,13 m,,,,,Installed,,,,1,2,,,750m²square meters,,,No,,No,No,Yes,Yes,No,Gas,Yes,,,1,,,,,,,,,Yes,,No,No,,,,No,,No,,,,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
10028998,10028998,house,villa,345000,forsale,6031,l,,1988,asnew,,,3,916,true,,,true,,,1,2,,Hainaut,As new,4,1,,3,1,,,,Not specified,Not specified,20220303010081,Not specified,Not specified,"€ 345,000345000 €","€ 1,2941294 €",No,,,,Hainaut,After signing the deed,,1988,14 m,2,,200m²square meters,19m²square meters,,16m²square meters,16m²square meters,20m²square meters,1,2,Yes,,916m²square meters,,Connected,Yes,36m²square meters,,,,,,,Yes,,,1,16m²square meters,,,,Yes,,,,,,No,,,,,No,Yes,No,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,,,,,,,335,,,,,,,,,All kind,,,,,,,,,,,,,
9898737,9898737,house,house,299000,forsale,6183,l,usahyperequipped,,justrenovated,gas,335,5,400,,true,200,true,,,1,3,,Hainaut,Just renovated,4,1,,5,1,Yes,200m²square meters,,335 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,"€ 299,000299000 €",€ 852852 €,No,Rue de la Station 11 5060- Tamines,http://www.immo-kh.be,4746372,Hainaut,After signing the deed,,,,3,,165m²square meters,30m²square meters,USA hyper equipped,15m²square meters,16m²square meters,14m²square meters,1,1,,,400m²square meters,,Connected,Yes,35m²square meters,,,Yes,Yes,,Gas,Yes,Non flood zone,,,25m²square meters,,,,,14m²square meters,,,,,,,,,17m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,23m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10111366,10111366,house,villa,345000,forsale,6000,l,,1988,asnew,,,3,916,,,,true,,,,,,Hainaut,As new,4,,,3,1,,,,Not specified,D,20220303010081,Not specified,Not specified,"€ 345,000345000 €","€ 1,2941294 €",No,,,,Hainaut,After signing the deed,,1988,14 m,,,200m²square meters,19m²square meters,,16m²square meters,16m²square meters,20m²square meters,1,2,,,916m²square meters,,,No,36m²square meters,No,No,No,No,No,,Yes,,,1,16m²square meters,,,,Yes,,,,,,No,No,,,,No,,No,,,,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
9824076,9824076,house,apartmentblock,350000,forsale,6041,l,usasemiequipped,,good,gas,308,5,229,,true,,true,,,,,,Hainaut,Good,2,,Yes,5,5,Yes,,,308 kWh/m²kilowatt hour per square meters,D,20160530009260,Not specified,13523 kWh/year,"Make an offer starting from€ 350,000Make an offer starting from350000 €","€ 1,3901390 €",Yes,Faubourg de Bruxelles 286 6041- Gosselies,http://www.century21.be/cocoonconcept,4712184,Hainaut,To be defined,,,,,,,,USA semi equipped,14m²square meters,14m²square meters,15m²square meters,5,5,,No,229m²square meters,,Connected,Yes,34m²square meters,No,No,,,No,Gas,Yes,,,,,,,,,11m²square meters,,,,,,Yes,,,12m²square meters,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10085039,10085039,house,villa,545000,forsale,7340,l,usainstalled,,asnew,gas,83,5,1000,true,,,true,true,,2,5,,Hainaut,As new,4,2,,5,2,,,Yes,83 kWh/m²kilowatt hour per square meters,A,20220919512240,Not specified,21754 kWh/year,"€ 545,000545000 €","€ 1,3001300 €",No,Rue Louis Chevalier 44/bt1 7521- Chercq,http://www.immobilieredeprestige.com,4897431,Hainaut,After signing the deed,,,,5,,360m²square meters,43m²square meters,USA installed,16m²square meters,20m²square meters,20m²square meters,,3,Yes,No,1000m²square meters,,Connected,Yes,,No,,Yes,,,Gas,Yes,Non flood zone,,,28m²square meters,,,,,25m²square meters,,Yes,,13m²square meters,Yes,Yes,,No,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023948,10023948,house,house,1033084,forsale,7700,l,,,,,27,4,2303,,,,,,,,,,Hainaut,,4,,,4,2,,,,27 kWh/m²kilowatt hour per square meters,A+,Not specified,Not specified,Not specified,"€ 1,033,0841033084 €",,,Deerlijkseweg 218 8790- Waregem,http://www.micasa.be,,Hainaut,,,,16 m,,"Living area (residential, urban or rural)",312m²square meters,,,,,,,2,,,2303m²square meters,26 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,South,,,,,,,,,,,,Le Bois Fichaux,,,,,,,,BASTIEN,,,,,,,,,,,,,,,,,,,,,
10032478,10032478,house,villa,675000,forsale,6110,l,,2019,good,gas,131,3,1262,,,1117,true,,,2,6,,Hainaut,Good,4,2,,3,1,,1117m²square meters,,131 kWh/m²kilowatt hour per square meters,B,20220620026305,Not specified,38163 kWh/year,"Make an offer starting from€ 675,000Make an offer starting from675000 €",,No,Rue de Beaumont 53 6030- Marchienne au Pont,http://www.bureausavini.be,4851873,Hainaut,,,2019,11 m,6,,,42m²square meters,,13m²square meters,15m²square meters,10m²square meters,2,3,,,1262m²square meters,23 mmeters,Connected,No,57m²square meters,,,,Yes,,Gas,Yes,,Link to the virtual visit,,29m²square meters,,,,,,,,,,,,145m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9977899,9977899,house,house,1144805,forsale,7730,l,,,,,27,6,4260,,,,,,,,,,Hainaut,,4,,,6,1,,,,27 kWh/m²kilowatt hour per square meters,A+,Not specified,Not specified,Not specified,"€ 1,144,8051144805 €",,,Deerlijkseweg 218 8790- Waregem,http://www.micasa.be,,Hainaut,,,,21 m,,"Living area (residential, urban or rural)",320m²square meters,,,,,,2,3,,,4260m²square meters,40 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BASTIEN,,,,,,,,,,,,,,,,,,,,,
10111503,10111503,house,house,1295000,forsale,7090,l,installed,1979,tobedoneup,fueloil,548,3,22350,,,,,,,1,,,Hainaut,To be done up,4,1,Yes,3,3,,,,548 kWh/m²kilowatt hour per square meters,G,20220801013497,Not specified,548 kWh/year,"€ 1,295,0001295000 €","€ 2,6152615 €",No,Aarschotsesteenweg 201 2500- Lier,,IF-3643,Hainaut,,,1979,,,,350m²square meters,,Installed,,,,,,,No,22350m²square meters,,Not connected,No,,,,,,,Fuel oil,Yes,Non flood zone,,,,,,,,,Farming area,Yes,No,,No,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9958441,9958441,house,house,100000,forsale,6182,l,,,tobedoneup,,324,2,0,,,,,,,,,,Hainaut,To be done up,2,,,2,1,,,,324 kWh/m²kilowatt hour per square meters,D,20220523023723,Not specified,28905 kWh/year,"Make an offer starting from€ 100,000Make an offer starting from100000 €",,No,Rue Winston Churchill 53 6180- Courcelles,,4795075,Hainaut,After signing the deed,,,,,,89m²square meters,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166189,10166189,house,house,330906,forsale,7911,l,,,,,,3,1064,,,,,,,,,1,Hainaut,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 330,906330906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10342,Hainaut,,,,,,,,,,,,,,,,No,1064m²square meters,18.78 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144678,10144678,house,farmhouse,375000,forsale,6230,l,notinstalled,,tobedoneup,gas,,3,1500,true,true,400,true,,,,,,Hainaut,To be done up,4,,,3,1,Yes,400m²square meters,,Not specified,G,Not specified,Not specified,Not specified,"€ 375,000375000 €",,No,,,,Hainaut,After signing the deed,,,676 m,,,214m²square meters,30m²square meters,Not installed,30m²square meters,20m²square meters,15m²square meters,,1,Yes,,1500m²square meters,,,Yes,10m²square meters,No,No,No,Yes,No,Gas,Yes,,,,15m²square meters,,,,Yes,,,,,,No,No,,,,Yes,Yes,No,,,,No,Yes,No,Yes,No,,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
9982411,9982411,house,house,105000,forsale,7521,l,,,good,pellet,565,2,130,,,90,,,,,1,,Hainaut,Good,2,,,2,1,,90m²square meters,,565 kWh/m²kilowatt hour per square meters,G,20170127009737,Not specified,Not specified,"€ 105,000105000 €",€ 198198 €,No,,,,Hainaut,To be defined,,,,1,,120m²square meters,,,,,,1,,,,130m²square meters,,,No,,,,,,,Pellet,No,,,,,,,,,,,,,,No,,,,,No,,No,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
9908547,9908547,house,house,79000,forsale,6061,l,semiequipped,,good,gas,490,2,0,,true,,,,,,,,Hainaut,Good,2,,,2,1,Yes,,,490 kWh/m²kilowatt hour per square meters,F,20220209016158,Not specified,Not specified,"Make an offer starting from€ 79,000Make an offer starting from79000 €",,No,"Avenue du Centenaire, 56 6061- Montignies-sur-Sambre",http://www.immocontact.be,4759337,Hainaut,After signing the deed,,,,,Isolated,77m²square meters,,Semi equipped,,,,1,1,,No,,,Connected,No,,,,,,,Gas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128493,10128493,house,house,149000,forsale,7700,l,semiequipped,,torenovate,,373,6,550,,,380,,,,,,,Hainaut,To renovate,2,,,6,2,,380m²square meters,,373 kWh/m²kilowatt hour per square meters,E,20211124007426,Not specified,Not specified,"€ 149,000149000 €","€ 1,0701070 €",No,Rue Père Damien 3 7700- Mouscron,http://gm-immobilier.be,4945060,Hainaut,After signing the deed,,,7 m,,,245m²square meters,68m²square meters,Semi equipped,16m²square meters,16m²square meters,14m²square meters,,2,,No,550m²square meters,7 mmeters,,Yes,,,,,Yes,,,,,,,,,,,,14m²square meters,,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943693,9943693,house,apartmentblock,190000,forsale,6220,l,installed,,tobedoneup,,504,3,0,,,,,,,,,,Hainaut,To be done up,2,,Yes,3,2,,,,504 kWh/m²kilowatt hour per square meters,F,20171106013167,Not specified,22153 kWh/year,"Make an offer starting from€ 190,000Make an offer starting from190000 €",€ 686686 €,Yes,Rue de Beaumont 53 6030- Marchienne au Pont,http://www.bureausavini.be,4786178,Hainaut,,,,,,,135m²square meters,,Installed,,,,2,2,,No,,,Not connected,Yes,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097334,10097334,house,house,240000,forsale,7110,l,installed,,,fueloil,415,3,721,true,true,,true,,,2,1,,Hainaut,,4,2,,3,2,Yes,,Yes,415 kWh/m²kilowatt hour per square meters,E,20220825012567,Not specified,83075 kWh/year,"Make an offer starting from€ 240,000Make an offer starting from240000 €",€ 616616 €,No,"Rue Arthur Warocque, 51 7100- La Louvière",http://www.gesimmopartner.be,4902191,Hainaut,After signing the deed,,,,1,,200m²square meters,,Installed,,,,,,Yes,No,721m²square meters,,Connected,No,,,,,Yes,,Fuel oil,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672754,9672754,house,townhouse,280000,forsale,7370,l,installed,,asnew,fueloil,670,3,264,true,,,true,,,7,,,Hainaut,As new,,7,,3,,,,Yes,670 kWh/m²kilowatt hour per square meters,G,20201123008468,Not specified,105145 kWh/year,"Make an offer starting from€ 280,000Make an offer starting from280000 €","€ 1,3591359 €",No,"rue François Dorzée, 12 7300- BOUSSU",,,Hainaut,After signing the deed,,,,,,,,Installed,,,,,,Yes,,264m²square meters,,Connected,,,,,,,,Fuel oil,Yes,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,No,,Yes,,,,,,,,No,,,Ornella MUTRI,,,,,,,,,,,,,,,,,,,,,
10124398,10124398,house,house,349000,forsale,7030,l,hyperequipped,1980,good,,265,5,595,true,,450,true,true,,1,4,,Hainaut,Good,4,1,,5,1,,450m²square meters,,265 kWh/m²kilowatt hour per square meters,D,20220825011410,Not specified,57977 kWh/year,"€ 349,000349000 €","€ 1,4301430 €",No,,,,Hainaut,To be defined,,1980,,4,,,20m²square meters,Hyper equipped,,,,1,2,,,595m²square meters,,Connected,Yes,44m²square meters,No,No,No,Yes,No,,Yes,,,,15m²square meters,,,,Yes,,,,,,Yes,No,,,,No,Yes,Yes,,45m²square meters,Yes,No,No,No,Yes,No,South West,No,No,No,No,No,Yes,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,Villa,,,,,,,,,,,,,Certificat disponible sur demande
9079263,9079263,house,mixedusebuilding,1300000,forsale,7000,l,,1975,tobedoneup,fueloil,,0,6515,,,,,,,25,20,,Hainaut,To be done up,4,25,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 1,300,0001300000 €","€ 6,1306130 €",Yes,"Rue des Archers, 4 7000- Mons",http://www.immoassistance.be,4203112,Hainaut,Depending on the tenant,,1975,,20,,,,,,,,,,,,6515m²square meters,,,,,,,,,,Fuel oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081140,10081140,house,exceptionalproperty,1380000,forsale,6000,l,,,asnew,,,4,4648,,,,true,,,1,8,,Hainaut,As new,4,1,Yes,4,3,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 1,380,0001380000 €",,No,Route de Gozée 651/1 6110- Montigny-le-Tilleul,http://www.etimo.be,4895521,Hainaut,,,,,8,,300m²square meters,,,,,,,,,,4648m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133324,10133324,house,house,415000,forsale,7011,l,,,justrenovated,gas,,4,2100,,true,1,true,true,,2,1,,Hainaut,Just renovated,3,2,Yes,4,3,Yes,1m²square meter,,Not specified,E,Not specified,Not specified,Not specified,"€ 415,000415000 €",,Yes,,,,Hainaut,After signing the deed,,,,1,,,,,11m²square meters,11m²square meters,11m²square meters,,3,,,2100m²square meters,,,Yes,1m²square meter,,,,,,Gas,Yes,,,,,,,,Yes,20m²square meters,,,,,Yes,,,,,No,Yes,Yes,,,,No,No,Yes,Yes,Yes,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
10163658,10163658,house,house,294906,forsale,7350,l,,,,,,3,1523,,,,,,,,,1,Hainaut,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 294,906294906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10338,Hainaut,,,,,,,,,,,,,,,,No,1523m²square meters,13.31 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078120,10078120,house,exceptionalproperty,1380000,forsale,6111,l,,,asnew,,,4,4648,,,,true,,,1,8,,Hainaut,As new,4,1,Yes,4,3,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 1,380,0001380000 €",,No,Route de Gozée 651/1 6110- Montigny-le-Tilleul,http://www.etimo.be,4894604,Hainaut,,,,,8,,300m²square meters,,,,,,,,,,4648m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163660,10163660,house,house,349906,forsale,7900,l,,,,,,3,1275,,,,,,,,,1,Hainaut,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 349,906349906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10341,Hainaut,,,,,,,,,,,,,,,,No,1275m²square meters,24 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002002,10002002,house,villa,350000,forsale,7170,l,usainstalled,2010,asnew,gas,,3,700,true,true,600,true,true,,1,,,Hainaut,As new,4,1,Yes,3,1,Yes,600m²square meters,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 350,000350000 €",€ 900900 €,No,,,,Hainaut,To be defined,,2010,,,,,,USA installed,20m²square meters,15m²square meters,15m²square meters,,2,Yes,,700m²square meters,,Connected,Yes,40m²square meters,No,No,No,Yes,No,Gas,Yes,,,,15m²square meters,,,,Yes,,,Yes,,,Yes,No,,,,Yes,Yes,Yes,,,,No,No,No,Yes,No,,No,Yes,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,Villa,,,,,,,,,,,,,
10151883,10151883,house,mansion,135000,forsale,6010,l,,,torenovate,,601,4,0,,,,,,,,,,Hainaut,To renovate,2,,,4,1,,,,601 kWh/m²kilowatt hour per square meters,G,20220815003623,Not specified,115218 kWh/year,"€ 135,000135000 €",,No,Rue de Beaumont 53 6030- Marchienne au Pont,http://www.bureausavini.be,4966818,Hainaut,,,,,,,190m²square meters,,,,,,1,1,,No,,,Connected,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959269,9959269,house,house,454228,forsale,7520,l,,,,,27,3,1312,,,,,,,,,1,Hainaut,,4,,,3,1,,,,27 kWh/m²kilowatt hour per square meters,A+,Not specified,Not specified,Not specified,"€ 454,228454228 €",,,Deerlijkseweg 218 8790- Waregem,http://www.micasa.be,,Hainaut,,,,10 m,,"Living area (residential, urban or rural)",150m²square meters,,,,,,1,2,,,1312m²square meters,20 mmeters,Connected,Yes,,,,,,,,Yes,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,BASTIEN,,,,,,,,,,,,,,,,,,,,,
10153517,10153517,house,house,149000,forsale,6060,l,notinstalled,,tobedoneup,gas,438,3,260,,true,,true,,,,,,Hainaut,To be done up,2,,,3,2,Yes,,Yes,438 kWh/m²kilowatt hour per square meters,F,20221002003965,Not specified,71529 kWh/year,"Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 713713 €,No,"Avenue du Centenaire, 56 6061- Montignies-sur-Sambre",http://www.immocontact.be,4963829,Hainaut,After signing the deed,,,,,,163m²square meters,,Not installed,,,,,,,No,260m²square meters,,Connected,Yes,,,,,,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164962,10164962,house,house,220000,forsale,7000,l,hyperequipped,2022,asnew,gas,76,2,100,,,,true,,,1,1,,Hainaut,As new,2,1,,2,2,,,,76 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,8527 kWh/year,"€ 220,000220000 €",,No,Avenue Louise 120/BT4 1050- Bruxelles,,4972773,Hainaut,After signing the deed,,2022,,1,,112m²square meters,30m²square meters,Hyper equipped,14m²square meters,14m²square meters,,,2,,No,100m²square meters,,,,8m²square meters,Yes,,,,,Gas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9418666,9418666,house,house,130000,forsale,7782,l,installed,,good,gas,299,3,0,,,,true,,,,,,Hainaut,Good,2,,,3,1,,,,299 kWh/m²kilowatt hour per square meters,D,20210413005326,54 kg CO₂/m²,40822 kWh/year,"€ 130,000130000 €",,No,Rue du Faubourg 62 7780- Comines,http://www.gm-immobilier.be,4406099,Hainaut,After signing the deed,,,,,,136m²square meters,30m²square meters,Installed,14m²square meters,17m²square meters,34m²square meters,,1,,No,,,Not connected,Yes,9m²square meters,,,,Yes,,Gas,Yes,Non flood zone,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139409,10139409,house,house,240000,forsale,6200,l,installed,,asnew,fueloil,393,3,181,,,,,true,,,,,Hainaut,As new,3,,,3,,,,,393 kWh/m²kilowatt hour per square meters,E,20220610007568,97 kg CO₂/m²,69916 kWh/year,"€ 240,000240000 €",€ 743743 €,No,Rue de la Déportation 81 1480- Tubize,http://www.yakimmo.be,22049,Hainaut,,,,,,,150m²square meters,40m²square meters,Installed,12m²square meters,16m²square meters,,2,2,,No,181m²square meters,,,,,,,,,,Fuel oil,Yes,Non flood zone,,,,,,,,,"Living area (residential, urban or rural)",,,5m²square meters,Yes,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161784,10161784,house,house,130000,forsale,6041,l,,,,gas,463,3,0,,,,,,,,,,Hainaut,,,,,3,,,,,463 kWh/m²kilowatt hour per square meters,F,20220914012586,Not specified,51706 kWh/year,"Make an offer starting from€ 130,000Make an offer starting from130000 €",€ 490490 €,No,"Rue des Déportés, 2B 6041- Gosselies",,,Hainaut,After signing the deed,,,,,,112m²square meters,,,,,,,,,,,,,,,,,,,,Gas,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Alison ES,,,,,,,,,,,,,,,,,,,,,
9815464,9815464,housegroup,housegroup,360000-390000,forsale,6540,l,,,,,,,,,,,,,,,,1,Hainaut,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,Avenue du Centenaire 56 6061- Montignies-sur-Sambre,http://www.immocontact.be,4704940,Hainaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
