,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,Intercom,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Price,Tenement building,Address,Website,External reference,Province,Armored door,Width of the lot on the street,TV cable,Double glazing,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Cadastral income,Bedroom 4 surface,Living room,Terrace,Planning permission obtained,Bedroom 5 surface,Secure access / alarm,Professional space surface,Conformity certification for fuel tanks,Subdivision permit,As built plan,How many fireplaces?,Garden orientation,Basement surface,Attic surface,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Visio phone,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Professional space,Isolated,Type of building,Terrace orientation,Air conditioning,Jacuzzi,Sauna,Internet,E-level (overall energy performance),Monthly charges,Property name,Agent's name,Current monthly revenue,Garden,Obligation to build,Number of annexes,Venue of the sale,Single session,Terms of visit,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Extra information,EPC description,Age of annuitant
10160096,10160096,house,house,850000,forsale,1170,xl,usahyperequipped,1900,asnew,gas,180,4,171,true,true,45,,,,1,1,,Brussels,After signing the deed,February 15 2023 - 12:00 AM,,1900,As new,6 m,2,1,1,,Link to the virtual visit,225m²square meters,35m²square meters,Yes,USA hyper equipped,16m²square meters,4,16m²square meters,16m²square meters,13m²square meters,2,1,3,,,Yes,Yes,No,171m²square meters,Connected,No,45m²square meters,,,,,,180 kWh/m²kilowatt hour per square meters,D,621469-01-2,35 kg CO₂/m²,Not specified,Gas,"€ 850,000850000 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4964842,Brussels,,,,Yes,,,,,,"€ 1,7151715 €",13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680726,9680726,house,house,390000,forsale,1180,xl,installed,1957,good,gas,,5,312,,,250,true,,,,,,Brussels,After signing the deed,February 1 2022 - 12:00 AM,,1957,Good,,3,,,Urban,Link to the virtual visit,175m²square meters,20m²square meters,Yes,Installed,14m²square meters,5,14m²square meters,13m²square meters,10m²square meters,1,,2,,,,,No,312m²square meters,,,250m²square meters,20m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"Make an offer starting from€ 390,000Make an offer starting from390000 €",No,Drève Richelle 197 1410- Waterloo,http://www.immokeystone.be,4613221,Brussels,,,,Yes,,,,,,,14m²square meters,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744704,9744704,house,apartmentblock,465000,forsale,1200,xl,notinstalled,1962,torenovate,gas,588,2,140,,true,,,,,,,,Brussels,Depending on the tenant,,,1962,To renovate,5.25 m,2,,,,,240m²square meters,21m²square meters,,Not installed,,2,10m²square meters,18m²square meters,,4,2,3,,,Yes,,No,140m²square meters,Connected,Yes,,,,,,,588 kWh/m²kilowatt hour per square meters,G,20211010-0000597220-01-3,118 kg CO₂/m²,Not specified,Gas,"€ 465,000465000 €",Yes,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4642050,Brussels,,,,,,,,,,"€ 5,5085508 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966366,9966366,house,house,450000,forsale,1140,xl,usahyperequipped,1932,asnew,gas,273,3,175,true,true,25,true,true,,1,1,,Brussels,To be defined,August 1 2022 - 12:00 AM,,1932,As new,8.68 m,2,1,1,,Link to the virtual visit,149m²square meters,30m²square meters,Yes,USA hyper equipped,15m²square meters,3,15m²square meters,12m²square meters,10m²square meters,1,1,2,4m²square meters,Yes,Yes,Yes,No,175m²square meters,Connected,Yes,25m²square meters,10m²square meters,No,No,Yes,No,273 kWh/m²kilowatt hour per square meters,E,20160928-0000356392-01-0,58 kg CO₂/m²,Not specified,Gas,"€ 450,000450000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4799167,Brussels,,,,,,,,,,€ 582582 €,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890269,9890269,house,house,525000,forsale,1000,xl,,1900,tobedoneup,gas,294,6,76,,true,,,,,,,,Brussels,After signing the deed,,,1900,To be done up,,,,,,,314m²square meters,,,,,6,,,,3,,3,,,Yes,,No,76m²square meters,,Yes,,,,,,,294 kWh/m²kilowatt hour per square meters,F,20220114-0000603343-01-4,58 kg CO₂/m²,Not specified,Gas,"€ 525,000525000 €",No,Sint-Gisleinsstraat 53 1000- Bruxelles ville,http://www.5thcorner.be,676 - 1660,Brussels,,5.7 mmeters,,Yes,,No,No,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 1,5141514 €",,,,Yes,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136022,10136022,house,house,479000,forsale,1180,xl,installed,1950,tobedoneup,gas,450,3,303,,true,230,true,,,1,1,,Brussels,After signing the deed,,,1950,To be done up,6 m,2,1,1,,Link to the virtual visit,180m²square meters,20m²square meters,Yes,Installed,8m²square meters,3,20m²square meters,17m²square meters,24m²square meters,1,,1,,,,,,303m²square meters,Connected,No,230m²square meters,,,,,,450 kWh/m²kilowatt hour per square meters,G,621436,Not specified,Not specified,Gas,"€ 479,000479000 €",No,Wolvertemsesteenweg 98 1850- Grimbergen,,4929825,Brussels,,6 mmeters,,Yes,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,2321232 €",,,Yes,,,,,,No,,,,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979276,9979276,house,house,525000,forsale,1030,xl,installed,1939,tobedoneup,gas,271,4,105,,true,20,true,true,,,,,Brussels,To be defined,,,1939,To be done up,5.5 m,2,,,,,153m²square meters,19m²square meters,Yes,Installed,10m²square meters,4,18m²square meters,15m²square meters,14m²square meters,2,2,3,6m²square meters,Yes,Yes,,No,105m²square meters,Connected,Yes,20m²square meters,12m²square meters,No,No,,No,271 kWh/m²kilowatt hour per square meters,E,20220314-0000607710-01-6,52 kg CO₂/m²,Not specified,Gas,"€ 525,000525000 €",No,Rue Belliard 200 1000- Bruxelles,http://www.lecobel-vaneau.be,4795627,Brussels,,,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 1,6881688 €",11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979278,9979278,house,house,525000,forsale,1200,xl,installed,1939,tobedoneup,gas,271,4,105,,true,20,true,true,,,,,Brussels,To be defined,,,1939,To be done up,5.5 m,2,,,,,153m²square meters,19m²square meters,Yes,Installed,10m²square meters,4,18m²square meters,15m²square meters,14m²square meters,2,2,3,6m²square meters,Yes,Yes,,No,105m²square meters,Connected,Yes,20m²square meters,12m²square meters,No,No,,No,271 kWh/m²kilowatt hour per square meters,E,20220314-0000607710-01-6,52 kg CO₂/m²,Not specified,Gas,"€ 525,000525000 €",No,Rue Belliard 200 1000- Bruxelles,http://www.lecobel-vaneau.be,4804605,Brussels,,,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 1,6881688 €",11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991327,9991327,house,house,509000,forsale,1020,xl,installed,1958,tobedoneup,fueloil,256,5,260,,true,160,,,,1,1,,Brussels,,,Bruxelles nord-ouest,1958,To be done up,,2,1,1,"Living area (residential, urban or rural)",,160m²square meters,28m²square meters,Yes,Installed,13m²square meters,5,13m²square meters,13m²square meters,15m²square meters,2,,2,,,Yes,,No,260m²square meters,Connected,Yes,160m²square meters,,No,No,,,256 kWh/m²kilowatt hour per square meters,E,20220929-0000621766015,66 kg CO₂/m²,Not specified,Fuel oil,"€ 509,000509000 €",No,Rue de Wand 25 1020- Laeken,,4705100,Brussels,,,Yes,Yes,,,,,,"€ 2,1552155 €",16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133952,10133952,house,house,575000,forsale,1030,xl,installed,1907,tobedoneup,gas,463,5,110,true,true,35,true,true,,,,,Brussels,After signing the deed,December 1 2022 - 12:00 AM,,1907,To be done up,5.7 m,2,,,,Link to the virtual visit,201m²square meters,40m²square meters,Yes,Installed,6m²square meters,5,15m²square meters,14m²square meters,15m²square meters,1,,2,27m²square meters,Yes,Yes,Yes,No,110m²square meters,Connected,Yes,35m²square meters,15m²square meters,No,No,,No,463 kWh/m²kilowatt hour per square meters,G,20220614-0000614704-01-3,93 kg CO₂/m²,Not specified,Gas,"€ 575,000575000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4905370,Brussels,,,,,,,,,,€ 939939 €,14m²square meters,,,,7m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090658,10090658,house,apartmentblock,680000,forsale,1083,xl,semiequipped,1930,good,gas,313,5,144,,true,,true,true,,1,,,Brussels,Depending on the tenant,January 9 2023 - 12:00 AM,,1930,Good,7 m,2,1,,,,320m²square meters,,,Semi equipped,,5,16m²square meters,16m²square meters,14m²square meters,3,3,4,,Yes,Yes,,No,144m²square meters,Connected,Yes,,44m²square meters,,,,,313 kWh/m²kilowatt hour per square meters,F,Not specified,62 kg CO₂/m²,Not specified,Gas,"€ 680,000680000 €",Yes,av. de la Floride 77 1180- Uccle,http://www.trianon-invest.be,4895189,Brussels,,7 mmeters,,,110m²square meters,,No,Non flood zone,,"€ 2,2752275 €",20m²square meters,,,Yes,16m²square meters,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958358,9958358,house,house,599000,forsale,1020,xl,hyperequipped,1956,good,fueloil,326,5,245,,true,120,true,true,,1,1,,Brussels,After signing the deed,,Bruxelles nord-ouest,1956,Good,,2,1,1,Isolated,,240m²square meters,46m²square meters,,Hyper equipped,14m²square meters,5,15m²square meters,22m²square meters,17m²square meters,3,,3,8m²square meters,Yes,Yes,,No,245m²square meters,Connected,No,120m²square meters,17m²square meters,,No,,,326 kWh/m²kilowatt hour per square meters,F,20160422-0000332995-01-8,79 kg CO₂/m²,Not specified,Fuel oil,"€ 599,000599000 €",No,Rue de Wand 25 1020- Laeken,,4794760,Brussels,,,Yes,Yes,,,,,,"€ 2,3592359 €",18m²square meters,,,,25m²square meters,Yes,27m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904906,9904906,house,house,625000,forsale,1030,xl,hyperequipped,1920,torenovate,gas,371,4,128,,true,,true,true,,,,,Brussels,After signing the deed,September 20 2022 - 12:00 AM,,1920,To renovate,8 m,2,,,,,220m²square meters,34m²square meters,,Hyper equipped,,4,20m²square meters,17m²square meters,15m²square meters,2,2,2,,Yes,Yes,,No,128m²square meters,Connected,Yes,,,No,No,Yes,No,371 kWh/m²kilowatt hour per square meters,G,Not specified,74 kg CO₂/m²,Not specified,Gas,"€ 625,000625000 €",No,Avenue de Tervuren 113 1040- Etterbeek,,4757367,Brussels,,8 mmeters,Yes,Yes,250m²square meters,,No,Non flood zone,,"€ 1,6031603 €",13m²square meters,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105686,10105686,house,house,695000,forsale,1160,xl,installed,1959,good,gas,306,3,192,true,true,60,true,,,1,1,,Brussels,After signing the deed,December 1 2022 - 12:00 AM,,1959,Good,6.2 m,2,1,1,,Link to the virtual visit,130m²square meters,25m²square meters,Yes,Installed,5m²square meters,3,17m²square meters,10m²square meters,12m²square meters,1,1,2,,,Yes,Yes,No,192m²square meters,Connected,No,60m²square meters,30m²square meters,,,,,306 kWh/m²kilowatt hour per square meters,F,F,306 kg CO₂/m²,Not specified,Gas,"€ 695,000695000 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4803426,Brussels,,,,,,,,Non flood zone,,"€ 1,7151715 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9973210,9973210,house,house,645000,forsale,1060,xl,semiequipped,1896,torenovate,gas,870,4,155,true,true,65,true,,,,,,Brussels,After signing the deed,,,1896,To renovate,6 m,2,,,,,250m²square meters,20m²square meters,Yes,Semi equipped,22m²square meters,4,20m²square meters,18m²square meters,18m²square meters,3,3,6,,,Yes,Yes,No,155m²square meters,Connected,Yes,65m²square meters,20m²square meters,,No,Yes,,870 kWh/m²kilowatt hour per square meters,G,20220615-0000614920-01-2,174 kg CO₂/m²,Not specified,Gas,"€ 645,000645000 €",No,Square Joseph Hanse 2 B19 1200- Woluwe-Saint-Lambert,http://www.meert-realty.com,4799923,Brussels,,,Yes,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 1,7031703 €",15m²square meters,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126755,10126755,house,house,695000,forsale,1180,xl,semiequipped,1965,torenovate,gas,226,6,423,,,235,true,true,,1,1,,Brussels,After signing the deed,May 27 2022 - 12:00 AM,,1965,To renovate,7.4 m,3,1,1,,,360m²square meters,38m²square meters,Yes,Semi equipped,11m²square meters,6,15m²square meters,15m²square meters,15m²square meters,3,2,4,38m²square meters,Yes,,,No,423m²square meters,Connected,Yes,235m²square meters,15m²square meters,No,No,Yes,No,226 kWh/m²kilowatt hour per square meters,E,201703050000377746012,48 kg CO₂/m²,Not specified,Gas,"€ 695,000695000 €",Yes,"Place Georges Brugmann, 11 1050- Ixelles",http://www.lecobel-vaneau.be,4945385,Brussels,,8 mmeters,Yes,Yes,113m²square meters,,,,"Living area (residential, urban or rural)","€ 4,1644164 €",11m²square meters,,,,11m²square meters,,90m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744703,9744703,house,apartmentblock,755000,forsale,1200,xl,notinstalled,1962,torenovate,gas,665,4,140,,true,,,,,,,,Brussels,Depending on the tenant,,,1962,To renovate,12 m,3,,,,,320m²square meters,22m²square meters,,Not installed,13m²square meters,4,22m²square meters,13m²square meters,22m²square meters,2,4,4,,,Yes,,No,140m²square meters,Connected,Yes,,,,,,,665 kWh/m²kilowatt hour per square meters,G,20211010-0000597223-01-7,133 kg CO₂/m²,Not specified,Gas,"€ 755,000755000 €",Yes,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4642037,Brussels,,,,,,,,,,"€ 5,5085508 €",13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888806,9888806,house,house,720000,forsale,1200,xl,semiequipped,1933,torenovate,gas,399,3,210,,true,85,true,true,,1,,,Brussels,After signing the deed,September 1 2022 - 12:00 AM,,1933,To renovate,6 m,2,1,,,,222m²square meters,26m²square meters,Yes,Semi equipped,,3,20m²square meters,15m²square meters,9m²square meters,1,1,2,8m²square meters,Yes,Yes,,No,210m²square meters,Connected,Yes,85m²square meters,,No,No,Yes,No,399 kWh/m²kilowatt hour per square meters,G,Not specified,103 kg CO₂/m²,Not specified,Gas,"€ 720,000720000 €",No,Avenue de Tervuren 113 1040- Etterbeek,,4743596,Brussels,,6 mmeters,,,280m²square meters,,,Non flood zone,,"€ 2,0592059 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091078,10091078,house,house,698000,forsale,1000,xl,installed,1879,good,gas,442,4,90,,true,,true,,,,,,Brussels,After signing the deed,,,1879,Good,5.5 m,2,,,,,225m²square meters,30m²square meters,Yes,Installed,9m²square meters,4,23m²square meters,23m²square meters,135m²square meters,1,14,2,,,Yes,,No,90m²square meters,Connected,Yes,,12m²square meters,No,No,Yes,No,442 kWh/m²kilowatt hour per square meters,G,20220811-TEST,88 kg CO₂/m²,Not specified,Gas,"€ 698,000698000 €",No,Rue Belliard 200 1000- Bruxelles,http://www.lecobel-vaneau.be,4900804,Brussels,,,Yes,Yes,,,,,"Living area (residential, urban or rural)","€ 1,2241224 €",30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108491,10108491,house,house,698000,forsale,1000,xl,installed,1879,good,gas,442,4,90,,true,,true,,,,,,Brussels,After signing the deed,,,1879,Good,5.5 m,2,,,,,225m²square meters,30m²square meters,Yes,Installed,9m²square meters,4,23m²square meters,23m²square meters,14m²square meters,1,,2,,,Yes,,No,90m²square meters,Connected,Yes,,12m²square meters,No,No,Yes,No,442 kWh/m²kilowatt hour per square meters,G,20220811-TEST,88 kg CO₂/m²,Not specified,Gas,"€ 698,000698000 €",No,"Place Georges Brugmann, 11 1050- Ixelles",http://www.lecobel-vaneau.be,4929685,Brussels,,,Yes,Yes,,,,,"Living area (residential, urban or rural)","€ 1,2241224 €",30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020979,10020979,house,townhouse,780000,forsale,1190,xl,semiequipped,1950,torenovate,fueloil,546,6,256,true,true,100,true,true,,1,,,Brussels,After signing the deed,,,1950,To renovate,7 m,2,1,,,,350m²square meters,30m²square meters,Yes,Semi equipped,11m²square meters,6,18m²square meters,14m²square meters,10m²square meters,3,,3,10m²square meters,Yes,,Yes,No,256m²square meters,Connected,Yes,100m²square meters,30m²square meters,No,No,Yes,No,546 kWh/m²kilowatt hour per square meters,G,Not specified,129 kg CO₂/m²,Not specified,Fuel oil,"€ 780,000780000 €",No,Avenue des aubépines 32 1180- Uccle,,4843142,Brussels,,7 mmeters,,,350m²square meters,,,Non flood zone,,"€ 2,6222622 €",18m²square meters,,,,14m²square meters,,,,,,,,35m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634296,9634296,house,house,730000,forsale,1040,xl,semiequipped,1905,good,gas,271,5,128,,true,40,true,true,,,,,Brussels,To be defined,June 1 2022 - 12:00 AM,,1905,Good,5.5 m,2,,,,,200m²square meters,36m²square meters,Yes,Semi equipped,8m²square meters,5,14m²square meters,13m²square meters,12m²square meters,2,2,3,8m²square meters,Yes,Yes,,No,128m²square meters,Connected,Yes,40m²square meters,15m²square meters,,,,,271 kWh/m²kilowatt hour per square meters,E,20210816-0000594130-01-8,52 kg CO₂/m²,Not specified,Gas,"€ 730,000730000 €",No,Rue Belliard 200 1000- Bruxelles,http://www.lecobel-vaneau.be,4587305,Brussels,,,,Yes,88m²square meters,,,,"Living area (residential, urban or rural)","€ 1,1371137 €",12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988680,9988680,house,house,785000,forsale,1200,xl,installed,1974,torenovate,fueloil,314,5,288,true,true,75,true,true,,1,2,,Brussels,After signing the deed,September 30 2022 - 12:00 AM,,1974,To renovate,8 m,3,1,2,,Link to the virtual visit,281m²square meters,54m²square meters,Yes,Installed,15m²square meters,5,17m²square meters,15m²square meters,14m²square meters,3,1,4,9m²square meters,Yes,Yes,Yes,No,288m²square meters,Connected,No,75m²square meters,15m²square meters,No,No,Yes,No,314 kWh/m²kilowatt hour per square meters,F,Not specified,82 kg CO₂/m²,Not specified,Fuel oil,"€ 785,000785000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4800298,Brussels,,,,,,,,,,"€ 3,9093909 €",18m²square meters,,,,14m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112048,10112048,house,apartmentblock,795000,forsale,1200,xl,installed,1953,asnew,gas,221,3,143,,true,43,,,,,,,Brussels,After signing the deed,January 1 2023 - 12:00 AM,,1953,As new,6.4 m,2,,,,Link to the virtual visit,230m²square meters,23m²square meters,,Installed,8m²square meters,3,16m²square meters,16m²square meters,16m²square meters,3,1,3,,,Yes,,No,143m²square meters,Connected,Yes,43m²square meters,,,,,,221 kWh/m²kilowatt hour per square meters,E,Not specified,44 kg CO₂/m²,Not specified,Gas,"€ 795,000795000 €",Yes,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4931283,Brussels,,,,,,,,,,"€ 2,0992099 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10086021,10086021,house,house,795000,forsale,1180,xl,usahyperequipped,1930,good,gas,525,4,518,,,275,true,true,,,3,,Brussels,After signing the deed,June 16 2022 - 12:00 AM,,1930,Good,12 m,4,,3,,,202m²square meters,52m²square meters,Yes,USA hyper equipped,13m²square meters,4,20m²square meters,12m²square meters,12m²square meters,2,1,2,10m²square meters,Yes,,,No,518m²square meters,Connected,Yes,275m²square meters,35m²square meters,No,No,Yes,No,525 kWh/m²kilowatt hour per square meters,G,Not specified,112 kg CO₂/m²,Not specified,Gas,"€ 795,000795000 €",No,"Place Georges Brugmann, 11 1050- Ixelles",http://www.lecobel-vaneau.be,4897549,Brussels,,12 mmeters,Yes,Yes,145m²square meters,,,,,"€ 1,4261426 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925434,9925434,house,apartmentblock,825000,forsale,1040,xl,usainstalled,1903,good,gas,113,5,107,,true,30,true,true,,,,,Brussels,After signing the deed,May 10 2022 - 12:00 AM,,1903,Good,5.5 m,2,,,,,255m²square meters,,,USA installed,,5,13m²square meters,15m²square meters,7m²square meters,4,5,5,,Yes,Yes,,No,107m²square meters,Connected,Yes,30m²square meters,,No,No,Yes,No,113 kWh/m²kilowatt hour per square meters,C,Not specified,24 kg CO₂/m²,Not specified,Gas,"€ 825,000825000 €",Yes,Rue Belliard 200 1000- Bruxelles,http://www.lecobel-vaneau.be,4769583,Brussels,,,Yes,Yes,78m²square meters,,,Non flood zone,,"€ 1,3831383 €",10m²square meters,Yes,Yes,,9m²square meters,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988623,9988623,house,house,845000,forsale,1150,xl,installed,1960,good,gas,276,6,250,true,true,120,true,,,2,2,,Brussels,After signing the deed,May 31 2022 - 12:00 AM,,1960,Good,7 m,2,2,2,,Link to the virtual visit,230m²square meters,34m²square meters,,Installed,7m²square meters,6,32m²square meters,26m²square meters,16m²square meters,3,,3,,,Yes,Yes,No,250m²square meters,,,120m²square meters,,,,,,276 kWh/m²kilowatt hour per square meters,E,20200911-0000574692-01-2,55 kg CO₂/m²,Not specified,Gas,"€ 845,000845000 €",No,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4809080,Brussels,,,,Yes,,,,,,"€ 2,7312731 €",16m²square meters,,Yes,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988622,9988622,house,apartmentblock,845000,forsale,1150,xl,installed,1960,good,gas,276,5,250,true,true,120,true,,,2,2,,Brussels,After signing the deed,May 31 2022 - 12:00 AM,,1960,Good,7 m,2,2,2,,,230m²square meters,34m²square meters,,Installed,7m²square meters,5,32m²square meters,26m²square meters,16m²square meters,3,,3,,,Yes,Yes,No,250m²square meters,,,120m²square meters,,,,,,276 kWh/m²kilowatt hour per square meters,E,20200911-0000574692-01-2,55 kg CO₂/m²,Not specified,Gas,"€ 845,000845000 €",Yes,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4809068,Brussels,,,,Yes,,,,,,"€ 2,7312731 €",16m²square meters,,Yes,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069437,10069437,house,mansion,850000,forsale,1000,xl,usahyperequipped,1915,asnew,gas,295,7,111,,true,40,true,,,,,,Brussels,Depending on the tenant,August 31 2022 - 12:00 AM,,1915,As new,5.5 m,2,,,,,285m²square meters,35m²square meters,,USA hyper equipped,18m²square meters,7,20m²square meters,20m²square meters,18m²square meters,4,3,4,,,Yes,,Yes,111m²square meters,Connected,Yes,40m²square meters,16m²square meters,,,,,295 kWh/m²kilowatt hour per square meters,F,20111218-0000024158-01-7,56 kg CO₂/m²,Not specified,Gas,"€ 850,000850000 €",No,Avenue de Tervuren 113 1040- Etterbeek,,4890396,Brussels,,5.5 mmeters,,,83m²square meters,No,,Non flood zone,"Living area (residential, urban or rural)","€ 1,7031703 €",18m²square meters,,,Yes,11m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
