,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
9859459,9859459,house,house,115000,forsale,3290,m,semiequipped,,tobedoneup,gas,934,2,40,,,,,,,,,,Flemish Brabant,After signing the deed,,,To be done up,4,,,Urban,,112m²square meters,,,Semi equipped,,2,,,,,,1,1,,,No,,40m²square meters,Yes,,No,,,934 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,,"Make an offer starting from€ 115,000Make an offer starting from115000 €",€ 163163 €,No,Veemarkt 2 3290- Diest,,4730688,Flemish Brabant,,,1,,,,Connected,,,No,,Yes,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Park area,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679637,9679637,house,house,150000,forsale,3270,m,,,torenovate,pellet,,4,1590,true,,1260,,true,,2,2,,Flemish Brabant,After signing the deed,,,To renovate,4,2,2,,,160m²square meters,,,,,4,,,,,,1,1,Yes,,No,No,1590m²square meters,No,,,,,Not specified,Not specified,20200909-0002313289-RES1,Not specified,Not specified,Pellet,No,"€ 150,000150000 €",€ 312312 €,No,,,,Flemish Brabant,,,,,Yes,,,1260m²square meters,,,,,Non flood zone,,,,Yes,No,Yes,Yes,,No,No,No,No,,,,,,,,,No,No,No,No,,No,No,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10132376,10132376,house,house,259000,forsale,3221,m,usainstalled,1960,torenovate,fueloil,785,3,403,true,true,,true,,,,2,,Flemish Brabant,After signing the deed,,1960,To renovate,4,,2,,,,,,USA installed,,3,,,,,,1,1,,,,,403m²square meters,No,Yes,,,,785 kWh/m²kilowatt hour per square meters,F,202209080002669822RES1,Not specified,Not specified,Fuel oil,Yes,"€ 259,000259000 €",€ 718718 €,No,Gellenberg 2 3210- Lubbeek,,4898731,Flemish Brabant,,,,,Yes,,Connected,,,,,Yes,Non flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10068495,10068495,house,house,199000,forsale,3400,m,semiequipped,1899,,gas,628,4,230,true,true,,,,,,,,Flemish Brabant,After signing the deed,,1899,,2,,,Urban,,202m²square meters,23m²square meters,Yes,Semi equipped,12m²square meters,4,18m²square meters,12m²square meters,12m²square meters,,,1,1,No,50m²square meters,No,,230m²square meters,,,,,,628 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,Yes,"€ 199,000199000 €",€ 647647 €,No,Clockemstraat 19 3800- Sint-Truiden,,spir3432,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,North West,No,,No,,,,,,,,,,,,,,,,No,,,,,No,No,"Living area (residential, urban or rural)",Yes,,,,60m²square meters,No,No,,,,,,,,,,,,,,,,,,,,,,,
10096505,10096505,house,house,219000,forsale,3070,m,,1931,torenovate,gas,453,2,549,,true,,,,,,,,Flemish Brabant,,,1931,To renovate,,,,,,151m²square meters,36m²square meters,,,9m²square meters,2,20m²square meters,19m²square meters,,,,1,,No,,No,,549m²square meters,Yes,,,,,453 kWh/m²kilowatt hour per square meters,E,20220418-0002585839-RES-1,Not specified,Not specified,Gas,No,"€ 219,000219000 €",€ 518518 €,No,Leuvensesteenweg 359 3070- Kortenberg,http://www.oville.be,STER 1 - 3078C,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,South,,,No,Yes,,Yes,No,No,No,No,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10121151,10121151,house,house,279000,forsale,1730,m,semiequipped,1950,good,gas,487,4,81,,true,,,,,,,,Flemish Brabant,After signing the deed,,1950,Good,2,,,,,124m²square meters,,,Semi equipped,11m²square meters,4,16m²square meters,14m²square meters,14m²square meters,14m²square meters,,1,2,,,No,,81m²square meters,,,,,,487 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,,"€ 279,000279000 €",€ 731731 €,No,Kerklaan 66/1 1731- Zellik,http://www.century21beyto.be,4906636,Flemish Brabant,,,1,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9968099,9968099,house,house,285000,forsale,1831,m,,,,gas,421,2,240,,,,,,,,,,Flemish Brabant,,,,,2,,,,,,,,,,2,,,,,,1,1,,,No,,240m²square meters,Yes,,,,,421 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,Yes,"€ 285,000285000 €",€ 299299 €,No,Brusselsesteenweg 420 1980- Eppegem,http://www.immo-advice.be,372421 - 295,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087334,10087334,house,house,323000,forsale,3200,m,installed,1969,tobedoneup,gas,751,3,706,,,,,,,,5,,Flemish Brabant,After signing the deed,,1969,To be done up,4,,5,,,115m²square meters,25m²square meters,,Installed,,3,,,,,,1,1,No,,No,,706m²square meters,,,,,,751 kWh/m²kilowatt hour per square meters,F,20160524-0001865014-1,Not specified,Not specified,Gas,No,"€ 323,000323000 €",,No,Testeltsesteenweg 109 3201- Langdorp,http://www.pesyvastgoed.be,spir135,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,Extended residential area,,,,,,No,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10150529,10150529,house,house,240000,forsale,1910,m,,1971,torenovate,,740,2,607,,,,,,,1,2,,Flemish Brabant,,,1971,To renovate,4,1,2,,,120m²square meters,,,,,2,,,,,,1,1,No,,No,No,607m²square meters,Yes,,,,,740 kWh/m²kilowatt hour per square meters,F,2657191-RES-1,Not specified,Not specified,,No,"€ 240,000240000 €",€ 934934 €,No,Stationstraat 203150- Haacht,http://www.dekrem.be,22/5752,Flemish Brabant,,,,,,17.5 mmeters,Connected,,,,,,Non flood zone,,South East,,,,,,,,,,,,,,,,,,,,,,,,No,No,Residential park,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125072,10125072,house,house,330000,forsale,3350,m,,1958,good,gas,505,3,1750,,,1750,,,,,,,Flemish Brabant,,,1958,Good,4,,,,,165m²square meters,29m²square meters,,,19m²square meters,3,,,,,,2,,,,No,No,1750m²square meters,Yes,,No,No,No,505 kWh/m²kilowatt hour per square meters,F,20220922-0002680385-RES-1,Not specified,Not specified,Gas,Yes,"€ 330,000330000 €",€ 11 €,No,Waaibergstraat 92 3300- Tienen,http://www.era.be/immopunt,,Flemish Brabant,,6 m,,,,15 mmeters,Connected,1750m²square meters,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,505,,,,,,,,,,,,,,,,,,,,,
10064871,10064871,house,house,345000,forsale,3300,m,hyperequipped,,good,gas,288,4,180,true,true,,true,true,,,,,Flemish Brabant,,,,Good,2,,,Urban,,198m²square meters,,,Hyper equipped,,4,,,,,,1,,Yes,,,,180m²square meters,Yes,Yes,,,,288 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 345,000345000 €",€ 730730 €,No,Academiestraat 23 3300- Tienen,http://www.jrconsulting.be,4868572,Flemish Brabant,,,1,,Yes,,,,,,,Yes,Non flood zone,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116690,10116690,house,house,335000,forsale,3380,m,hyperequipped,,good,gas,387,3,897,true,true,800,true,,,1,1,,Flemish Brabant,After signing the deed,,,Good,3,1,1,,,170m²square meters,,Yes,Hyper equipped,,3,,,,,,,2,No,,,No,897m²square meters,Yes,,No,No,No,387 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 335,000335000 €",€ 706706 €,No,,,,Flemish Brabant,,,1,,Yes,,Connected,800m²square meters,30m²square meters,No,No,Yes,Non flood zone,1,West,"Yes, conform",Yes,No,Yes,No,Yes,No,No,No,No,South West,,No,No,No,No,No,Yes,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10108527,10108527,house,townhouse,359000,forsale,1731,m,installed,1962,good,gas,338,3,0,,,15,true,,,1,,,Flemish Brabant,Immediately,,1962,Good,2,1,,,,155m²square meters,45m²square meters,,Installed,9m²square meters,3,15m²square meters,14m²square meters,9m²square meters,,,1,2,,,,,,Yes,,,,,338 kWh/m²kilowatt hour per square meters,D,20220819-0002652446-RES-1,Not specified,Not specified,Gas,Yes,"€ 359,000359000 €","€ 1,1551155 €",No,av. Charles-quint 124 1083- Ganshoren,,4929735,Flemish Brabant,,,1,,,,Connected,15m²square meters,10m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132480,10132480,house,house,335000,forsale,3470,m,hyperequipped,1971,good,gas,323,3,1102,true,,,true,true,,1,5,,Flemish Brabant,,,1971,Good,3,1,5,,,152m²square meters,,,Hyper equipped,,3,,,,,,1,,Yes,,,,1102m²square meters,Yes,Yes,,,,323 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,Yes,"€ 335,000335000 €",€ 637637 €,No,Academiestraat 23 3300- Tienen,http://www.jrconsulting.be,4930657,Flemish Brabant,,,1,,Yes,,,,,,,Yes,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Area of landscape interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048723,10048723,house,townhouse,395000,forsale,3300,m,installed,1968,good,fueloil,264,4,688,true,,,,,,,,,Flemish Brabant,,,1968,Good,4,,,,,,,Yes,Installed,10m²square meters,4,13m²square meters,16m²square meters,27m²square meters,26m²square meters,,2,2,No,,No,,688m²square meters,,,No,No,No,264 kWh/m²kilowatt hour per square meters,C,2642718,Not specified,Not specified,Fuel oil,Yes,"€ 395,000395000 €","€ 1,2461246 €",No,Naamsesteenweg 120 3001- Heverlee,http://www.immoterduin.be,4-HUIS,Flemish Brabant,,,1,,,,,,,No,No,Yes,Possible flood zone,,South West,,,No,,,,,,,,,,No,,No,,,,No,,,,,,,"Living area (residential, urban or rural)",Yes,Yes,,,22m²square meters,No,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
9878881,9878881,house,house,399000,forsale,1741,m,,1969,good,gas,288,3,821,,true,,true,,,1,2,,Flemish Brabant,After signing the deed,,1969,Good,3,1,2,"Living area (residential, urban or rural)",,205m²square meters,,Yes,,20m²square meters,3,23m²square meters,16m²square meters,10m²square meters,,,1,2,,43m²square meters,,,821m²square meters,Yes,Yes,,Yes,,288 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 399,000399000 €",€ 558558 €,No,Populierenlaan 25 1700- Dilbeek,http://www.uwvastgoed.eu,,Flemish Brabant,,,,,,,,,,,,,Non flood zone,1,South East,,Yes,,,,,,,Yes,Yes,South East,1,,,Yes,,,,,Yes,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,Dorpscentrum,,,,,,,,,,,,,,,,,,,
10135980,10135980,house,house,439000,forsale,3078,m,semiequipped,1959,torenovate,fueloil,595,3,799,true,true,,true,true,,1,2,,Flemish Brabant,After signing the deed,Leuven +5km,1959,To renovate,4,1,2,Urban,,180m²square meters,,,Semi equipped,,3,,,,,,1,1,Yes,,No,,799m²square meters,,Yes,,,,595 kWh/m²kilowatt hour per square meters,F,14291229,Not specified,Not specified,Fuel oil,,"€ 439,000439000 €",,No,Gellenberg 2 3210- Lubbeek,,4958587,Flemish Brabant,,,1,,Yes,,,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10124558,10124558,house,house,459000,forsale,1700,m,installed,1969,good,fueloil,,3,350,true,true,190,true,true,,1,2,,Flemish Brabant,After signing the deed,,1969,Good,3,1,2,"Living area (residential, urban or rural)",,,,Yes,Installed,20m²square meters,3,15m²square meters,9m²square meters,9m²square meters,,,1,1,Yes,,,No,350m²square meters,No,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,No,"€ 459,000459000 €","€ 1,1171117 €",No,,,,Flemish Brabant,,6 m,,,Yes,,,190m²square meters,20m²square meters,,,,Non flood zone,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,,No,No,No,No,All kind,,,,,Yes,Yes,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10121318,10121318,house,house,450000,forsale,3010,m,installed,1952,,gas,266,3,354,,,,,,,,,,Flemish Brabant,After signing the deed,,1952,,2,,,,,130m²square meters,,,Installed,,3,,,,,,1,1,No,,No,,354m²square meters,,,No,No,No,266 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 450,000450000 €",€ 589589 €,No,Houwaartstraat 134 3210- Linden,http://www.cdsimmo.be,VK022034/1,Flemish Brabant,,,,,,,,,,No,Yes,No,Non flood zone,,South East,,,No,Yes,,,,,,,,,No,,Yes,,,,No,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10116458,10116458,house,house,449000,forsale,3111,m,installed,1975,tobedoneup,gas,,3,4890,true,true,2159,,,,,,,Flemish Brabant,Immediately,,1975,To be done up,4,,,,,,34m²square meters,,Installed,14m²square meters,3,13m²square meters,8m²square meters,13m²square meters,,,1,3,No,156m²square meters,,No,4890m²square meters,No,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 449,000449000 €","€ 1,3001300 €",No,,,,Flemish Brabant,,11 m,1,,,17 mmeters,,2159m²square meters,,,,,Non flood zone,1,South West,,,No,,No,,Yes,Yes,Yes,No,,,,,,,,,No,No,No,No,,,,"Living area (residential, urban or rural)",,,,153m²square meters,138m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10130209,10130209,house,villa,515000,forsale,1850,m,,1967,good,fueloil,1176,4,851,true,true,435,true,,,1,1,,Flemish Brabant,After signing the deed,,1967,Good,4,1,1,,,176m²square meters,32m²square meters,,,10m²square meters,4,10m²square meters,9m²square meters,17m²square meters,,,2,2,,,,,851m²square meters,,,,,,1176 kWh/m²kilowatt hour per square meters,F,20220515-0002603379-res1,Not specified,Not specified,Fuel oil,,"€ 515,000515000 €","€ 1,9631963 €",No,Kerkstraat 127 2870- Ruisbroek (Puurs),http://www.treetops.be,4946013,Flemish Brabant,,12 m,,,Yes,18 mmeters,,435m²square meters,15m²square meters,,,,Possible flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952513,9952513,house,house,575000,forsale,3050,m,,2002,good,gas,142,4,286,,true,,,,,1,4,,Flemish Brabant,,,2002,Good,3,1,4,,,176m²square meters,,,,,4,,,,,,1,2,No,,No,No,286m²square meters,Yes,,,,,142 kWh/m²kilowatt hour per square meters,B,20220603-0002616425-RES-1,Not specified,Not specified,Gas,Yes,"€ 575,000575000 €","€ 1,3091309 €",No,Tiensesteenweg 350 3000- Leuven,http://www.immolight.be,TK/0059,Flemish Brabant,April 1 2023 - 12:00 AM,,,,,,Connected,,,,,,Non flood zone,,South,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078139,10078139,house,house,649000,forsale,3470,m,hyperequipped,,asnew,gas,176,4,2002,,,,true,true,,1,8,,Flemish Brabant,,,,As new,4,1,8,,,356m²square meters,,,Hyper equipped,,4,,,,,,1,2,Yes,,,,2002m²square meters,Yes,Yes,,,,176 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 649,000649000 €","€ 1,0331033 €",No,Academiestraat 23 3300- Tienen,http://www.jrconsulting.be,4893746,Flemish Brabant,,,1,,,,,,,,,Yes,Recognized flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Farming area,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967317,9967317,house,villa,825000,forsale,3090,m,installed,1976,good,fueloil,,5,1450,,,1450,,true,,2,2,,Flemish Brabant,After signing the deed,,1976,Good,,2,2,,,212m²square meters,,,Installed,,5,,,,,,,,Yes,,No,,1450m²square meters,,,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 825,000825000 €","€ 4,3724372 €",No,Grand'Route 168 1428- Lillois,http://www.njimmo.be,6226 - 582,Flemish Brabant,,,4,10m²square meters,,,,1450m²square meters,,,,,,1,,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10060317,10060317,house,house,935000,forsale,3190,m,installed,,good,fueloil,347,4,5039,,,,true,,,,,,Flemish Brabant,After signing the deed,,,Good,4,,,,,345m²square meters,,,Installed,24m²square meters,4,27m²square meters,21m²square meters,15m²square meters,11m²square meters,,,,,,No,,5039m²square meters,,Yes,,,,347 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 935,000935000 €",,No,Ter Elstlei 14/1 2570- Duffel,http://www.immoactiva.be,435 - 1592,Flemish Brabant,,15 m,,,,40 mmeters,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,,Extended residential area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116924,10116924,house,villa,975000,forsale,3110,m,usainstalled,1993,,fueloil,214,5,3887,,,,,,,2,10,,Flemish Brabant,After signing the deed,,1993,,4,2,10,"Living area (residential, urban or rural)",,578m²square meters,,,USA installed,,5,,,,,,2,3,No,,No,,3887m²square meters,,,,,,214 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 975,000975000 €","€ 1,8591859 €",No,Houwaartstraat 134 3210- Linden,http://www.cdsimmo.be,VK022025/3,Flemish Brabant,,,2,,,,,,,,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,No,,,,,No,No,Residential park,,Yes,Yes,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
9993336,9993336,house,exceptionalproperty,990000,forsale,1702,m,,,torenovate,gas,317,8,980,true,true,300,true,,,2,5,,Flemish Brabant,After signing the deed,Brussel,,To renovate,4,2,5,,Link to the virtual visit,550m²square meters,45m²square meters,Yes,,20m²square meters,8,25m²square meters,24m²square meters,25m²square meters,18m²square meters,17m²square meters,1,4,,80m²square meters,No,,980m²square meters,Yes,,No,,,317 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Gas,,"€ 990,000990000 €","€ 4,2654265 €",No,Brusselsesteenweg 6 2800- Mechelen,http://www.deboerenpartners.be,4809542,Flemish Brabant,,27 m,,,,16 mmeters,,300m²square meters,80m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Residential area with cultural historical aesthetic value,,Yes,No,240m²square meters,80m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10154018,10154018,house,house,499000,forsale,3360,m,installed,,good,,163,5,290,,,,,,,,,,Flemish Brabant,,,,Good,3,,,,,219m²square meters,30m²square meters,,Installed,13m²square meters,5,,,,,,1,2,No,,No,No,290m²square meters,Yes,,,,,163 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Yes,"€ 499,000499000 €",€ 532532 €,No,Diestsesteenweg 427 C 3010- Kessel-Lo,,,Flemish Brabant,,10.5 m,,,,14 mmeters,Connected,,,,,,Non flood zone,,South,,,,,,,,,,,,,,,,,,,,,,,,No,No,Extended residential area,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161405,10161405,house,house,225000,forsale,3300,m,,1950,torenovate,,,3,0,,,48,,,,,,,Flemish Brabant,After signing the deed,,1950,To renovate,2,,,,,160m²square meters,,,,,3,19m²square meters,22m²square meters,15m²square meters,,,1,2,No,,,No,,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 225,000225000 €",,No,,,,Flemish Brabant,,,,,,,Connected,48m²square meters,,No,No,Yes,Non flood zone,,South West,,,No,,No,,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10060694,10060694,house,villa,1385000,forsale,3010,m,installed,1962,good,,487,5,7398,,true,,true,true,true,2,,,Flemish Brabant,,,1962,Good,4,2,,"Living area (residential, urban or rural)",,451m²square meters,,,Installed,,5,,,,,,2,,Yes,,,,7398m²square meters,,Yes,,,Yes,487 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,"€ 1,385,0001385000 €",,,Wontergemstraat 3 9810- Eke,http://www.architectenwoning.be,,Flemish Brabant,,,,,,,,,,,,,,1,,,,,Yes,,Yes,,Yes,,,,1,,,,,,,,,,,,No,No,Park area,,Yes,No,,,,,,,Kristof Welleman,Villa Zonneheuvel,,,,,,,,,,,,,,,,,,,
10139211,10139211,house,house,179000,forsale,3384,m,,1951,torenovate,,838,0,537,,true,,,,,1,,,Flemish Brabant,,,1951,To renovate,,1,,,,199m²square meters,,,,,,,,,,,,,No,,No,No,537m²square meters,Yes,,,,,838 kWh/m²kilowatt hour per square meters,F,20220502-0002594872-RES-1,Not specified,Not specified,,No,"€ 179,000179000 €",€ 715715 €,No,Tiensesteenweg 350 3000- Leuven,http://www.immolight.be,TK/0120,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,South,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160807,10160807,house,townhouse,350000,forsale,1501,m,,,good,fueloil,,3,0,true,,180,,,,,,,Flemish Brabant,Immediately,,,Good,3,,,,,165m²square meters,,Yes,,,3,,,,,,1,2,No,,,No,,Yes,,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 350,000350000 €",,No,,,,Flemish Brabant,,6 m,,,Yes,,,180m²square meters,,No,No,No,,,,,Yes,No,,No,,No,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,All kind,,,,,,,,,,"Yes, conform",,,,,Yes,,,,,,,,,,,,,,,,,,
9801654,9801654,house,house,269900,forsale,1700,m,notinstalled,1918,torenovate,,498,4,158,true,true,,true,,,,,,Flemish Brabant,After signing the deed,Dilbeek,1918,To renovate,2,,,"Living area (residential, urban or rural)",,,15m²square meters,,Not installed,14m²square meters,4,22m²square meters,12m²square meters,22m²square meters,12m²square meters,,,1,,,,,158m²square meters,Yes,Yes,,,,498 kWh/m²kilowatt hour per square meters,E,20210916-0002463671-RES-1,Not specified,Not specified,,Yes,"€ 269,900269900 €",€ 500500 €,No,Ninoofsesteenweg 1036 1703- Schepdaal,http://www.hetwoonburo.be,4663107,Flemish Brabant,,5 m,,,Yes,5 mmeters,Connected,,,,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150404,10150404,house,house,445000,forsale,1652,m,installed,1959,good,,319,4,611,,true,540,true,,,,2,,Flemish Brabant,,,1959,Good,3,,2,,,171m²square meters,25m²square meters,Yes,Installed,9m²square meters,4,20m²square meters,12m²square meters,12m²square meters,16m²square meters,,2,3,No,35m²square meters,No,No,611m²square meters,Yes,,,,,319 kWh/m²kilowatt hour per square meters,D,20220925-0002682180-RES-1,11425 kg CO₂/m²,Not specified,,Yes,"€ 445,000445000 €","€ 1,2411241 €",No,Zoniënwoudlaan 51A 1640- Rhode-St-Genèse,https://www.expertalbert.immo,EA_0656,Flemish Brabant,,5.5 m,,,,9.5 mmeters,Connected,540m²square meters,30m²square meters,,,,Non flood zone,1,South West,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Residential park,,Yes,Yes,206m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10151068,10151068,house,house,400000,forsale,1640,m,installed,1975,good,,391,4,897,,true,821,true,,,1,1,,Flemish Brabant,,,1975,Good,3,1,1,,,152m²square meters,42m²square meters,,Installed,12m²square meters,4,18m²square meters,10m²square meters,10m²square meters,13m²square meters,,1,2,No,39m²square meters,No,No,897m²square meters,Yes,,,,,391 kWh/m²kilowatt hour per square meters,D,20220611-0002620942-RES-1,11706 kg CO₂/m²,Not specified,,Yes,"€ 400,000400000 €","€ 1,0481048 €",No,Zoniënwoudlaan 51A 1640- Rhode-St-Genèse,https://www.expertalbert.immo,EA_0663,Flemish Brabant,,8.65 m,,,,10 mmeters,Connected,821m²square meters,40m²square meters,,,,Non flood zone,,East,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,Yes,272m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
