,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10072069,,,1971,To renovate,3,1,,,180m²square meters,,,Semi equipped,,4,,,,,1,,,,,,,No,568m²square meters,Connected,No,390 kWh/m²kilowatt hour per square meters,E,20220506011318,Not specified,72088 kWh/year,,Yes,"Make an offer starting from€ 250,000Make an offer starting from250000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4891048,Belgian Luxembourg,14 m,3,Yes,18 mmeters,,,,No,,Non flood zone,,No,No,,Yes,Yes,285m²square meters,50m²square meters,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073151,,,1947,Good,4,,,,188m²square meters,15m²square meters,Yes,,,5,,,,,2,,,16m²square meters,Yes,25m²square meters,,No,588m²square meters,Connected,Yes,374 kWh/m²kilowatt hour per square meters,E,20200707000840,14675 kg CO₂/m²,69279 kWh/year,Gas,Yes,"€ 275,000275000 €",€ 551551 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,65 m,,,19 mmeters,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,45m²square meters,,,,,,Yes,,Yes,No,No,No,374,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071306,,,1899,Good,3,,,,155m²square meters,,,,41m²square meters,2,,,,,2,,,,,61m²square meters,,No,1000m²square meters,Not connected,Yes,210 kWh/m²kilowatt hour per square meters,C,20220615004420,37 kg CO₂/m²,43316 kWh/year,Pellet,Yes,"€ 280,000280000 €",€ 790790 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,8 m,,,,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,Yes,,,,No,,,No,No,No,210,,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065973,,,1899,Good,4,,,,686m²square meters,21m²square meters,,,96m²square meters,5,,,,,6,,,16m²square meters,Yes,61m²square meters,,No,7069m²square meters,Not connected,Yes,106 kWh/m²kilowatt hour per square meters,B,20220615002906,18 kg CO₂/m²,18405 kWh/year,Pellet,Yes,"€ 940,000940000 €","€ 2,6352635 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,2022-05-03,Belgian Luxembourg,30 m,,,124 mmeters,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,Yes,,Yes,No,No,No,106,,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10025712,,,1948,Just renovated,3,3,Countryside,,,,Yes,Installed,,6,,,,,1,1,,,Yes,,,,1980m²square meters,,,256 kWh/m²kilowatt hour per square meters,D,20220812014164,Not specified,93519 kWh/year,Fuel oil,Yes,"€ 360,000360000 €","€ 1,4291429 €",No,Avenue Bouvier 66 6760- Virton,http://www.notairemoreau.be,,Belgian Luxembourg,,,,,Yes,,No,,No,,"Living area (residential, urban or rural)",,,,,,,,Yes,,,,January 8 2023 - 12:00 AM,,,,,,,,,No,,No,,Yes,South West,,,,,,Yes,,,,,,,,,,Aline RATY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058455,,,1967,To be done up,4,,,,41m²square meters,,,,3m²square meters,1,,,,,1,,,,,30m²square meters,,No,980m²square meters,Not connected,Yes,814 kWh/m²kilowatt hour per square meters,G,20220628013059,230 kg CO₂/m²,38295 kWh/year,Electric,No,"€ 120,000120000 €",€ 252252 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,7 m,,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,Yes,,,,,,,No,,,814,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122587,,,1899,Good,2,,,,200m²square meters,,,,27m²square meters,,,,,,2,,,,,,,No,740m²square meters,Not connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 260,000260000 €","€ 1,0461046 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,10 m,,,10 mmeters,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,No,,,No,No,No,,,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912800,,,1985,Just renovated,3,,,,175m²square meters,,,,,,,,,,,,,86m²square meters,Yes,,,No,295m²square meters,Not connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 269,000269000 €","€ 1,7421742 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,2022-02-37,Belgian Luxembourg,8 m,,,8 mmeters,,175m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,Yes,No,No,,,,,Yes,,,,No,,Yes,No,No,No,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891638,,,2022,,4,,Countryside,,125m²square meters,28m²square meters,Yes,Hyper equipped,10m²square meters,3,15m²square meters,12m²square meters,12m²square meters,,1,1,2,,,,,No,786m²square meters,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 358,703358703 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4744066,Belgian Luxembourg,,2,,40 mmeters,,786m²square meters,,,,Non flood zone,,,No,Yes,,,,24m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010442,,,1985,Good,4,,,,266m²square meters,,,,20m²square meters,4,,,,,2,,,20m²square meters,Yes,43m²square meters,,No,2460m²square meters,Connected,Yes,Not specified,Not specified,20211216005793,23129 kg CO₂/m²,Not specified,Electric,Yes,"€ 690,000690000 €","€ 1,7651765 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,83/2021-11-54,Belgian Luxembourg,12 m,,,25 mmeters,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,Yes,,,,Yes,,Yes,No,No,No,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144094,,,2022,As new,3,,"Living area (residential, urban or rural)",,158m²square meters,18m²square meters,Yes,,16m²square meters,3,12m²square meters,9m²square meters,11m²square meters,,1,,2,,,,,Yes,8m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 451,683451683 €",,,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.ma-maison.be,,Belgian Luxembourg,8 m,,,,,,,,,,,,,,,,,13m²square meters,,Yes,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,North East,,,,,,,,,MA MAISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911791,,,2022,,4,,,Link to the virtual visit,60m²square meters,,,,,2,,,,,1,,,,,,,No,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 196,000196000 €",,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3367 - 5722296,Belgian Luxembourg,,1,,,,,,,,Non flood zone,,,,,,,,,,,,No,January 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green River,,,,,,,,,,,,,,,,,,,,
9845434,,,1990,,4,,,,5753m²square meters,,,,,,,,,,,,,,,,,No,5753m²square meters,Not connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 1,500,0001500000 €","€ 6,3896389 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,2022-02-05,Belgian Luxembourg,,,,,,,No,No,No,Non flood zone,Economic activity area,,,,,,,,,Yes,,,,,,,No,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136535,,,2013,,4,1,Countryside,,,,Yes,Installed,,3,23m²square meters,14m²square meters,11m²square meters,,1,,2,,No,,59m²square meters,,475m²square meters,,Yes,Not specified,B,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 430,000430000 €",€ 673673 €,No,,,,Belgian Luxembourg,,5,,,,,,,,Non flood zone,,No,No,Yes,No,,220m²square meters,59m²square meters,Yes,,,,,No,No,No,No,No,No,,,No,Yes,No,No,,,Yes,Yes,No,No,No,No,,,,,,,,,,,No,No,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10144100,,,2022,,3,,"Living area (residential, urban or rural)",,,19m²square meters,Yes,,16m²square meters,3,12m²square meters,10m²square meters,10m²square meters,,1,,2,,,,,Yes,3m²square meters,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,"€ 405,620405620 €",,,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.ma-maison.be,,Belgian Luxembourg,,,,,,,,,,,,,,,,,3m²square meters,13m²square meters,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,North East,,,,,,,,,MA MAISON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113776,,,2022,,4,,,,,,,Not installed,,3,,,,,1,,,,,,,No,,,Yes,Not specified,B,Not specified,Not specified,Not specified,,,"€ 317,999317999 €",,No,"Place aux Foires, 9 6900- Marche-en-Famenne",,3420 - 5722316,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860600,,,2022,,4,,,,,,,Not installed,,3,,,,,1,,,,,,,No,,,Yes,Not specified,B,Not specified,Not specified,Not specified,,,"€ 317,999317999 €",,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3312 - 5722316,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806224,,,2022,,4,,,,,,,Not installed,,3,,,,,1,,,,,,,No,,,Yes,Not specified,B,Not specified,Not specified,Not specified,,,"€ 317,999317999 €",,No,Rue Lantigné 22 6940- Durbuy,http://www.maisons-chalets-ardennes.be,3305 - 5722316,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058052,,,2022,,3,,,,277m²square meters,,Yes,,,5,,,,,1,,2,,Yes,,,,750m²square meters,,Yes,Not specified,A,Not specified,Not specified,Not specified,,No,"€ 412,000412000 €",,No,,,,Belgian Luxembourg,10730 m,,Yes,,,,,,,,,,,,,,1m²square meter,,Yes,Yes,,,,,,Yes,No,,,,,Yes,No,No,No,,South West,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,
9848758,,,1995,As new,4,2,,,100m²square meters,,,USA installed,,4,,,,,2,,2,,,,,No,1933m²square meters,,Yes,543 kWh/m²kilowatt hour per square meters,G,20150427009575,Not specified,53085 kWh/year,,Yes,"€ 279,000279000 €",€ 472472 €,No,Begijnenweide 55 9860- Oosterzele Scheldewindeke,http://www.immohali.be,313 - 1536,Belgian Luxembourg,,6,,,Yes,,Yes,No,No,,Residential recreation area,,,,,Yes,1933m²square meters,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758533,,,1990,As new,3,1,,,270m²square meters,,,Installed,,4,,,,,,2,2,,Yes,,,No,3000m²square meters,,,193 kWh/m²kilowatt hour per square meters,C,20220120002213,Not specified,74143 kWh/year,Fuel oil,,"€ 675,000675000 €",€ 964964 €,No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437707 - 332070,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100882,,,1995,As new,4,1,,Link to the virtual visit,218m²square meters,,,Installed,,4,,,,,2,,4,,Yes,,,No,4143m²square meters,,,159 kWh/m²kilowatt hour per square meters,B,20220919017799,Not specified,51468 kWh/year,Fuel oil,Yes,"€ 750,000750000 €","€ 1,1791179 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437790 - 332098,Belgian Luxembourg,,3,,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113895,,,1936,,3,2,,,180m²square meters,,,Not installed,,6,,,,,1,1,3,,Yes,,,No,935m²square meters,,,498 kWh/m²kilowatt hour per square meters,F,20220809006481,Not specified,95580 kWh/year,Fuel oil,,"€ 145,000145000 €","€ 1,3151315 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437791 - 332099,Belgian Luxembourg,,1,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,"Yes, not conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348918,,,1958,,3,,,,107m²square meters,,,Installed,,4,,,,,,2,3,,Yes,,,No,83m²square meters,,,289 kWh/m²kilowatt hour per square meters,D,20210520013968,Not specified,47342 kWh/year,Fuel oil,Yes,"€ 150,000150000 €",€ 704704 €,No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437653 - 332020,Belgian Luxembourg,,,,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970362,,,1971,,3,2,,,72m²square meters,,,Installed,,3,,,,,,1,2,,,,,No,212m²square meters,,,261 kWh/m²kilowatt hour per square meters,D,20220523025321,Not specified,45347 kWh/year,Fuel oil,Yes,"€ 160,000160000 €",€ 557557 €,No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437777 - 332089,Belgian Luxembourg,,1,,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148002,,,2009,,4,2,,,222m²square meters,38m²square meters,,Installed,26m²square meters,3,19m²square meters,15m²square meters,15m²square meters,,1,,2,,,,,No,1853m²square meters,,,182 kWh/m²kilowatt hour per square meters,C,20220926005244,Not specified,Not specified,,Yes,"€ 845,000845000 €","€ 1,1941194 €",No,Rue de la Hardt 7a 6630- Martelange,,476 - 1731,Belgian Luxembourg,,5,,,,,,,,,,,,,,Yes,,97m²square meters,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906849,,,1976,,4,2,,,194m²square meters,,,Installed,,4,,,,,1,1,2,,,,,No,6615m²square meters,,,477 kWh/m²kilowatt hour per square meters,F,20220408008982,Not specified,133781 kWh/year,Fuel oil,Yes,"€ 550,000550000 €",€ 803803 €,No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437724 - 332079,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673453,,,1996,,4,3,,,202m²square meters,,,Installed,,3,,,,,2,,2,,,,,No,1299m²square meters,,,303 kWh/m²kilowatt hour per square meters,D,20211113001913,Not specified,152157 kWh/year,Fuel oil,Yes,"€ 450,000450000 €","€ 1,4681468 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437701 - 332064,Belgian Luxembourg,,,,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105214,,,1958,,4,2,,Link to the virtual visit,152m²square meters,,,Installed,,5,,,,,1,1,2,,,,,No,1166m²square meters,,,240 kWh/m²kilowatt hour per square meters,C,20220901023824,Not specified,43948 kWh/year,,Yes,"€ 385,000385000 €","€ 1,1261126 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437796 - 332103,Belgian Luxembourg,,1,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578941,,,1969,,4,2,,,143m²square meters,,,Installed,,3,,,,,1,1,3,,,,,No,2195m²square meters,,,281 kWh/m²kilowatt hour per square meters,D,20211011002755,Not specified,57717 kWh/year,,Yes,"€ 350,000350000 €",€ 847847 €,No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437689 - 332054,Belgian Luxembourg,,,,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,"Yes, not conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863449,,,1962,,4,,,,317m²square meters,,,Installed,,7,,,,,1,4,7,,Yes,,,No,9670m²square meters,,,480 kWh/m²kilowatt hour per square meters,F,20220407018802,Not specified,151537 kWh/year,,Yes,"€ 470,000470000 €","€ 1,7591759 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437725 - 332080,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750633,,,1850,As new,4,,,Link to the virtual visit,850m²square meters,,,Installed,,9,,,,,3,5,8,,,,,Yes,3285m²square meters,,,123 kWh/m²kilowatt hour per square meters,B,20211222011941,Not specified,75214 kWh/year,Fuel oil,Yes,"€ 1,650,0001650000 €","€ 2,4652465 €",No,"Place Saint Arnould, 6 6830- Bouillon",http://www.euroardennes.be,1437708 - 332071,Belgian Luxembourg,,3,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10022120,,,1992,Good,4,4,,,,46m²square meters,,Installed,,4,,,,,1,2,3,,,,,No,1540m²square meters,,,200 kWh/m²kilowatt hour per square meters,C,20220705036163,50 kg CO₂/m²,49173 kWh/year,Fuel oil,Yes,"€ 860,000860000 €",€ 929929 €,No,Rue de Diekirch 40 6700- Arlon,http://www.century21.be/cofilux-arlon,2882 - 22VE038/062,Belgian Luxembourg,15 m,,,23.66 mmeters,,,,,,,,,,,Yes,Yes,,,,,,No,,,,,,,,,"Yes, conform",,,,,Yes,South,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479866,,,1875,As new,2,1,,,120m²square meters,,,Installed,,4,,,,,1,,,,,,,No,399m²square meters,,Yes,301 kWh/m²kilowatt hour per square meters,D,20121120003324,Not specified,67169 kWh/year,Fuel oil,Yes,"€ 260,000260000 €",,No,Rue Jean de Bohème 5 6940- Durbuy,http://www.cosseimmo.be,5008 - 2164,Belgian Luxembourg,,2,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,450m²square meters,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820612,,,2014,,4,6,,,617m²square meters,60m²square meters,,Installed,,4,,,,,1,,2,,,,,No,1346m²square meters,,,86 kWh/m²kilowatt hour per square meters,B,20220305005742,6 kg CO₂/m²,27690 kWh/year,,Yes,"€ 550,000550000 €","€ 1,2541254 €",No,Rue de Diekirch 40 6700- Arlon,http://www.century21.be/cofilux-arlon,2832 - 22VE010/062,Belgian Luxembourg,,6,,,,,,,,,,,,,,Yes,,,,,,No,,Yes,,,,,,,,,,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078362,,,1936,Good,4,1,"Living area (residential, urban or rural)",,110m²square meters,,Yes,Installed,,3,16m²square meters,16m²square meters,12m²square meters,,1,,2,,,,,No,1456m²square meters,Connected,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,,€ 743743 €,,"Avenue des Petits Champs, 63 1410- Waterloo",http://www.viah.be,,Belgian Luxembourg,,2,,,,,,,,Circumscribed zone,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERDONCK,,,,,,,,,,"€ 300,000300000€","€ 36,40036400€","€ 1,3501350€",Yes,Yes,Yes,2,"80, 86",,,,,,,,,,,,
