,Building condition,Number of frontages,Covered parking spaces,Living room,Bedrooms,Bathrooms,Basement,Garden surface,Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available as of,Available date,Construction year,Street frontage width,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Shower rooms,Toilets,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Terrace surface,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Heating type,Double glazing,Flood zone type,Virtual visit,How many fireplaces?,Kitchen surface,Garden,Garden orientation,As built plan,Dining room,Bedroom 4 surface,Latest land use designation,Planning permission obtained,Subdivision permit,Office surface,Office,Intercom,Total ground floor buildable,Possible priority purchase right,Bedroom 5 surface,Dressing room,Laundry room,Professional space,Basement surface,Attic surface,Isolated,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Obligation to build,Neighbourhood or locality,Conformity certification for fuel tanks,Number of annexes,Property name,Professional space surface,Proceedings for breach of planning regulations,Extra information,E-level (overall energy performance),Agent's name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Type of building,Venue of the sale,Single session,Terms of visit,Starting price,Monthly charges,Age of annuitants,Age of annuitant,Minimum overbid,Price after higher bid,Current monthly revenue,Maximum duration of annuity,Percentage rented,EPC description
9786003,,,,,2,1,Yes,,Yes,83 kWh/m²kilowatt hour per square meters,A,20210604501032,Not specified,Not specified,"€ 235,000235000 €",,No,Dokter Honore Dewolfstraat 23 9700- Oudenaarde,http://www.nobels.be,3180539,Hainaut,,,2020,,,,98m²square meters,,,,,,,,,,2800m²square meters,,Connected,Yes,,No,No,No,Yes,No,Gas,Yes,,,,,Yes,South West,,,,"Living area (residential, urban or rural)",Yes,,,No,Yes,,,,No,Yes,,,,,,No,No,No,No,,No,,Yes,,,,,,,,No,,,,Côté Dendre,,No,,,,,,,,,,,,,,,,,,,,,,,,
10113883,,,,,4,1,Yes,,,660 kWh/m²kilowatt hour per square meters,G,2131216025754,Not specified,94995 kWh/year,"Make an offer starting from€ 129,000Make an offer starting from129000 €",,No,Rue de gilly 81 6200- Châtelineau,,520 - 345345766,Hainaut,After signing the deed,,,,,,120m²square meters,27m²square meters,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830585,,,,,4,,,109m²square meters,,319 kWh/m²kilowatt hour per square meters,D,20210810007638,58 kg CO₂/m²,67346 kWh/year,"€ 239,000239000 €",€ 356356 €,No,Place du Marché 11 7140- Morlanwelz,,6836300,Hainaut,To be defined,,,,,,293m²square meters,21m²square meters,Semi equipped,18m²square meters,14m²square meters,10m²square meters,1,1,Yes,No,,,Connected,No,40m²square meters,,,,,,,Yes,,,,,,,No,Yes,10m²square meters,,,No,,No,,293m²square meters,No,,No,Yes,,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,No,,,Mireille DE BELDER,,,,,,,,,,,,,,,,,,,,,
9810694,,,,,2,,,350m²square meters,,492 kWh/m²kilowatt hour per square meters,F,Not specified,90 kg CO₂/m²,78988 kWh/year,"€ 125,000125000 €",€ 275275 €,No,Place du Marché 11 7140- Morlanwelz,,6799140,Hainaut,After signing the deed,,,,,,546m²square meters,15m²square meters,,18m²square meters,8m²square meters,,1,1,Yes,No,,,Connected,No,50m²square meters,,,,,,,Yes,,,,14m²square meters,,,No,Yes,,,,No,,No,,546m²square meters,No,,No,,,14m²square meters,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,No,,,Mireille DE BELDER,,,,,,,,,,,,,,,,,,,,,
9971619,,,,,3,1,,490m²square meters,,606 kWh/m²kilowatt hour per square meters,G,Not specified,150 kg CO₂/m²,96563 kWh/year,"€ 185,000185000 €",€ 483483 €,No,Place du Marché 11 7140- Morlanwelz,,7155123,Hainaut,After signing the deed,,,,,,200m²square meters,13m²square meters,Semi equipped,18m²square meters,15m²square meters,9m²square meters,,,,No,,,Connected,No,,,,,,,,No,,,,,,,No,Yes,,,,,,No,,,,,No,,,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,,,,Mireille DE BELDER,,,,,,,,,,,,,,,,,,,,,
9830584,,,,,3,1,,240m²square meters,,311 kWh/m²kilowatt hour per square meters,D,Not specified,77 kg CO₂/m²,59141 kWh/year,"€ 229,000229000 €",€ 466466 €,No,Place du Marché 11 7140- Morlanwelz,,6836181,Hainaut,Depending on the tenant,,,,,,444m²square meters,14m²square meters,,25m²square meters,22m²square meters,13m²square meters,,1,Yes,No,,,Connected,No,36m²square meters,,,,,,,Yes,,,,17m²square meters,,,No,Yes,,,,No,,No,,444m²square meters,No,,No,,,34m²square meters,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,No,,,Mireille DE BELDER,,,,,,,,,,,,,,,,,,,,,
9939541,,,,,4,1,,,,378 kWh/m²kilowatt hour per square meters,E,Not specified,69 kg CO₂/m²,96438 kWh/year,"€ 269,000269000 €",€ 596596 €,No,Place du Marché 11 7140- Morlanwelz,,7088091,Hainaut,To be defined,,,,,,,37m²square meters,Installed,20m²square meters,18m²square meters,15m²square meters,,2,,No,,,Connected,No,38m²square meters,,,,,,,Yes,,,,,,,No,Yes,10m²square meters,,,,,No,,,,,No,,,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,,,,Mireille DE BELDER,,,,,,,,,,,,,,,,,,,,,
10156774,,,,,4,,Yes,,,263 kWh/m²kilowatt hour per square meters,D,20220828001030,263 kg CO₂/m²,25152 kWh/year,"Make an offer starting from€ 165,000Make an offer starting from165000 €",,Yes,Rue de gilly 81 6200- Châtelineau,,567 - 345345811,Hainaut,After signing the deed,,,,,,131m²square meters,,,,,,2,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162284,,,,,2,1,Yes,,,463 kWh/m²kilowatt hour per square meters,F,20130418002157,Not specified,62225 kWh/year,,€ 441441 €,No,"Rue de Couillet, 4 6200- Chatelet",,,Hainaut,Immediately,,,,,,,,,,,,1,,,,,,,,,,,,,,Gas,Yes,,,,,,,,,,"Living area (residential, urban or rural)",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,No,,,Myriam PACELLA,,,,,,,,,Link to online sale,No,"fr :Pour les visites, merci de contacter la société G.I.L. :071/38.84.49","€ 120,000120000 €",,,,,,,,,
10151497,,,,,3,1,,60m²square meters,,595 kWh/m²kilowatt hour per square meters,G,20210706025284,Not specified,Not specified,"€ 185,000185000 €",€ 317317 €,No,Rue des Moulins85 7700- Mouscron,http://www.immo-gic.com,LB660,Hainaut,,,,,,,,30m²square meters,Installed,10m²square meters,10m²square meters,16m²square meters,,,,,150m²square meters,,Connected,Yes,12m²square meters,,,,,,,Yes,,,,16m²square meters,,South,,,,,,,,No,,,,,No,Yes,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074483,,,,,5,,,,,Not specified,C,Not specified,Not specified,Not specified,,"€ 1,6871687 €",No,"Place Maurice Van Meenen, 2/1 1060- BRUXELLES/BRUSSEL",,,Hainaut,,November 30 2022 - 12:00 AM,,,,,257m²square meters,,,,,,,,,,,,,,,,,Yes,,,Gas,,,Link to the virtual visit,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,Catherine GEORGE,,,,,,,,,Link to online sale,No,fr :(àpd 3/09 au 8/10 incl.) sam. de 16-18h et jeu. 11-13h.nl :(vanaf 3/09 t.e.m. 8/10 ) zat. van 16-18u en don. 11-13u.,"€ 395,000395000 €",,,,,,,,,
10151498,,,,,3,1,,,Yes,89 kWh/m²kilowatt hour per square meters,B,RWPEB-022859.2,Not specified,Not specified,"€ 379,000379000 €",,No,Rue des Moulins85 7700- Mouscron,http://www.immo-gic.com,LB826C,Hainaut,,,2015,,,,,42m²square meters,Installed,11m²square meters,11m²square meters,17m²square meters,,,,,740m²square meters,,Connected,Yes,,,,,,,,Yes,,,,,Yes,South West,,,,,,,,No,,,,,No,Yes,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047520,,,,,2,,,,,428 kWh/m²kilowatt hour per square meters,F,20220504000885,Not specified,35895 kWh/year,,€ 267267 €,No,Boulevard Dolez 63 7000- MONS,,,Hainaut,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,Gas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Angélique MARLIERE,,,,,,,,,Link to online sale,No,fr :prendre contact avec la société GIL 0473/63.15.13,"€ 65,00065000 €",,,,,,,,,
10144985,,,,,4,,,,,240 kWh/m²kilowatt hour per square meters,C,20220710000886,Not specified,Not specified,"€ 369,000369000 €",,No,Rue de Faubourg 57A 7780- Comines,http://www.immo-gic.com,CD825,Hainaut,,,,,,,227m²square meters,,,,,,,,,,,,Not connected,No,,,,,,,,No,,,,,,,,,,,,,,No,,,,,No,,,,,,,No,No,No,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
10082262,,,,,3,,,,,354 kWh/m²kilowatt hour per square meters,E,20160311019466,354 kg CO₂/m²,43994 kWh/year,"Make an offer starting from€ 139,900Make an offer starting from139900 €",,No,Rue de gilly 81 6200- Châtelineau,,492 - 345345777,Hainaut,After signing the deed,,,,,,120m²square meters,,,,,,1,1,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128949,,,,,1,,Yes,,,522 kWh/m²kilowatt hour per square meters,G,20190130012394,98 kg CO₂/m²,66291 kWh/year,"Make an offer starting from€ 155,000Make an offer starting from155000 €",,No,Place Joséphine Charlotte 4 5100- Jambes,http://www.primogest-immobilier.be,15846 - 51421,Hainaut,,,,,,,,,Not installed,,,,1,2,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128951,,,,,1,,Yes,,,522 kWh/m²kilowatt hour per square meters,G,20190130012394,98 kg CO₂/m²,66291 kWh/year,"Make an offer starting from€ 155,000Make an offer starting from155000 €",,No,Place Joséphine Charlotte 4 5100- Jambes,http://www.primogest-immobilier.be,15848 - 51421,Hainaut,,,,,,,,,Not installed,,,,1,2,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987380,,,,,9,,,,,388 kWh/m²kilowatt hour per square meters,E,20210118022961,Not specified,183521 kWh/year,,"€ 1,8711871 €",Yes,Boulevard Dolez 63 7000- MONS,,,Hainaut,To be defined,,,,,Urban,,,,,,,,,,,,,,,,,,,,,Gas,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Angélique MARLIERE,,,,,,,,,Link to online sale,No,fr :prendre contact avec l'étude,"€ 240,000240000 €",,,,,,,,,
10144237,,,,,2,,,,,563 kWh/m²kilowatt hour per square meters,G,20201204010691,Not specified,54243 kWh/year,,€ 468468 €,No,"Place Wilson, 13 6200- CHATELINEAU",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Carmelo FALSONE,,,,,,,,,Link to online sale,No,fr :Sur rendez-vous par téléphone au 0493/48.00.06 (Monsieur Carmelo Falsone),"€ 75,00075000 €",,,,,,,,,
10135127,,,,,2,,,,,266 kWh/m²kilowatt hour per square meters,D,20220224015024,49 kg CO₂/m²,24733 kWh/year,"€ 179,000179000 €",,No,Place du Marché 11 7140- Morlanwelz,,6728758,Hainaut,After signing the deed,,,,,,140m²square meters,42m²square meters,,16m²square meters,16m²square meters,,1,,Yes,No,,,Connected,No,,,,,,,,Yes,,,,,,,No,,,,,,,No,,,,,No,,,20m²square meters,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,,,,Stéphane VAN MEERBECK,,,,,,,,,,,,,,,,,,,,,
10124237,,,,,2,,,,,625 kWh/m²kilowatt hour per square meters,G,20180920004833,Not specified,108715 kWh/year,,€ 736736 €,No,"Chaussée de Bruxelles, 94 6042- LODELINSART",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Astrid GROSFILS,,,,,,,,,Link to online sale,No,fr :Visite sur rendez-vous avec Mr VAN DEN BERGE au 0499/55.02.26,"€ 90,00090000 €",,,,,,,,,
10027195,,,,,2,,,,,543 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,"Make an offer starting from€ 90,000Make an offer starting from90000 €",€ 463463 €,No,"Rue des Déportés, 2B 6041- Gosselies",,,Hainaut,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed living area (accommodation &amp; economic activities),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe DUPUIS,,,,,,,,,,,,,,,,,,,,,
10094579,,,,,2,,,,,516 kWh/m²kilowatt hour per square meters,G,20220822017059,Not specified,73775 kWh/year,,€ 461461 €,No,"Chaussée de Bruxelles, 94 6042- LODELINSART",,,Hainaut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Romain FLORINS,,,,,,,,,Link to online sale,No,fr :Le bien pourra être visité en prenant directement contact avec Monsieur Boris Van Den Berge sur le numéro de GSM suivant : 0499/55.02.26 ou par mail : [email protected],"€ 50,00050000 €",,,,,,,,,
10122702,,,,,2,,,,,659 kWh/m²kilowatt hour per square meters,G,20220528000823,Not specified,98122 kWh/year,,€ 498498 €,No,"Rue du 28 juin 1919, 17 6180- COURCELLES",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,No,,,Laurence SCORNAUX,,,,,,,,,Link to online sale,No,,"€ 95,00095000 €",,,,,,,,,
10027171,,,,,2,,,,,344 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,"Make an offer starting from€ 152,000Make an offer starting from152000 €",€ 550550 €,No,"Rue des Déportés, 2B 6041- Gosselies",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe DUPUIS,,,,,,,,,,,,,,,,,,,,,
8703998,,,,,70,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 15,000,00015000000 €",,No,Rue de Valenciennes(H) 1 7301- Boussu,http://www.trevimonsborinage.be,454 - 20113016,Hainaut,,,,,,,10000m²square meters,,,,,,,,,No,43300m²square meters,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111047,,,,,2,,,,,449 kWh/m²kilowatt hour per square meters,F,20211111007202,Not specified,59278 kWh/year,,€ 327327 €,No,"Chaussée de Bruxelles, 94 6042- LODELINSART",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Astrid GROSFILS,,,,,,,,,Link to online sale,No,fr :Visite sur rendez-vous avec Mr VAN DEN BERGE au 0499/55.02.26,"€ 35,00035000 €",,,,,,,,,
9822813,,,,,3,1,,,,415 kWh/m²kilowatt hour per square meters,E,20220301019953,76 kg CO₂/m²,50024 kWh/year,"€ 109,000109000 €",,No,Place du Marché 11 7140- Morlanwelz,,6823229,Hainaut,After signing the deed,,,,,,140m²square meters,26m²square meters,,15m²square meters,11m²square meters,11m²square meters,,,Yes,No,,,Connected,No,,,,,,,,Yes,,,,14m²square meters,,,No,,,,,,,No,,,,,No,Yes,,,,,No,No,No,No,No,,,,,,,,No,No,No,No,,,No,,,,,,,Stéphane VAN MEERBECK,,,,,,,,,,,,,,,,,,,,,
10058105,,,,,3,,,,,335 kWh/m²kilowatt hour per square meters,D,20190713003156,Not specified,56745 kWh/year,"€ 99,00099000 €",€ 686686 €,No,"Chaussée de Bruxelles, 94 6042- LODELINSART",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrial commercial area,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Astrid GROSFILS,,,,,,,,,,,,,,,,,,,,,
10121984,,,,,4,,,,,435 kWh/m²kilowatt hour per square meters,F,20220626000467,Not specified,96901 kWh/year,,€ 671671 €,No,Chausse de Louvain 152 1300- Wavre,,,Hainaut,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farming area,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Antoine PRAILE,,,,,,,,,Link to online sale,No,"fr :Les mercredis 5, 12 et 19 octobre de 14h00 à 16h00 et les samedis 8, 15 et 22 octobre de 10h00 à 12h00.","€ 285,000285000 €",,,,,,,,,
10093045,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 249,425249425 €",,No,Rue de Faubourg 57A 7780- Comines,http://www.immo-gic.com,CDCOR2C,Hainaut,,,,,,,,,,,,,,,,,,,Connected,Yes,,,,,,,,No,,,,,,,,,,,,,,No,,,,,No,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093697,,,,,1,,,,,1266 kWh/m²kilowatt hour per square meters,G,20220614013930,Not specified,104182 kWh/year,,€ 642642 €,No,"Quai Sakharov, 7 7500- Tournai",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Quentin BLATON,,,,,,,,,Link to online sale,No,fr :sur rendez-vous,"€ 45,00045000 €",,,,,,,,,
10152201,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,No,"Chaussée de Lodelinsart, 345 6060- Gilly",,,Hainaut,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corinne VANHEEDE,,,,,,,,,Link to online sale,No,fr :S'adresser en l'étude Devroye.,"€ 130,000130000 €",,,,,,,,,
10016053,,,,,2,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,€ 208208 €,No,Boulevard d'Hersaux 1 7711- Dottignies,,,Hainaut,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camille PARMENTIER,,,,,,,,,Link to online sale,No,fr :Visites : Prendre contact avec Camille Parmentier 056/56 20 40,"€ 40,00040000 €",,,,,,,,,
10089284,,,,,3,,,,,569 kWh/m²kilowatt hour per square meters,G,20150206015051,104 kg CO₂/m²,84624 kWh/year,"€ 225,000225000 €",€ 741741 €,No,Chaussée de Namur 47 5030- Gembloux,,1278 - VDV026,Hainaut,,,,,,,125m²square meters,49m²square meters,,17m²square meters,12m²square meters,12m²square meters,1,2,,No,280m²square meters,,,,52m²square meters,,,,,,,,,,,4m²square meters,Yes,West,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152392,,,,,2,1,,,,616 kWh/m²kilowatt hour per square meters,G,Not specified,152 kg CO₂/m²,67020 kWh/year,"€ 145,000145000 €",,No,Chaussée de Namur 47 5030- Gembloux,,1327 - VDV029,Hainaut,After signing the deed,,,,1,,90m²square meters,32m²square meters,,17m²square meters,13m²square meters,,,1,,No,796m²square meters,,,Yes,,,,,,,,,,,,18m²square meters,Yes,West,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052910,,,,,2,1,,,,268 kWh/m²kilowatt hour per square meters,D,20130116025605,50 kg CO₂/m²,37748 kWh/year,"€ 169,000169000 €",,No,"rue Saint-Martin, 5 7500- Tournai",http://www.relayimmo.be,3408 - 2007,Hainaut,After signing the deed,,1930,,,,86m²square meters,22m²square meters,,,,,,2,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110449,,,,,4,,,,,358 kWh/m²kilowatt hour per square meters,E,20220920011324,Not specified,59157 kWh/year,"€ 225,000225000 €",€ 937937 €,No,Rue Charles Dupret 13 6000- Charleroi,http://www.immotoma.be,19333 - 6613,Hainaut,,,,,,,123m²square meters,,,,,,,,,No,595m²square meters,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942009,,,,,3,1,Yes,,,506 kWh/m²kilowatt hour per square meters,F,20211013012865,Not specified,83484 kWh/year,"€ 135,000135000 €",€ 599599 €,No,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11949 - 3247,Hainaut,,,,,,,165m²square meters,43m²square meters,,,,,,1,,No,250m²square meters,,,,,,,,,,Gas,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135455,,,,,3,1,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 180,000180000 €",€ 356356 €,No,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,12016 - 3324,Hainaut,After signing the deed,,,,,,119m²square meters,48m²square meters,,,,,,2,,No,124m²square meters,5.57 mmeters,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102968,,,,,5,2,,,,567 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,32759 kWh/year,"€ 179,000179000 €",,No,7 rue de Namur 1400- Nivelles,,3800 - 2118,Hainaut,After signing the deed,,,,,,500m²square meters,40m²square meters,,,,,,2,,No,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579013,,,,,2,1,,,,344 kWh/m²kilowatt hour per square meters,E,20211015020329,Not specified,73154 kWh/year,"€ 430,000430000 €",,No,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11851 - 3205,Hainaut,,,,,,,1000m²square meters,,Installed,,,,1,1,,No,25000m²square meters,,,,,,,,,,Fuel oil,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578968,,,,,2,1,,,,344 kWh/m²kilowatt hour per square meters,E,20211015020329,Not specified,73154 kWh/year,"€ 430,000430000 €",,Yes,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11841 - 3205,Hainaut,,,,,,,1000m²square meters,,Installed,,,,1,1,,No,25000m²square meters,,,,,,,,,,Fuel oil,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166189,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 330,906330906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10342,Hainaut,,,,,,,,,,,,,,,,No,1064m²square meters,18.78 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163658,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 294,906294906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10338,Hainaut,,,,,,,,,,,,,,,,No,1523m²square meters,13.31 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163660,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 349,906349906 €",,No,"Avenue Paul Gilson, 49 1601- Ruisbroek",http://www.teamconstruct.be,10341,Hainaut,,,,,,,,,,,,,,,,No,1275m²square meters,24 mmeters,,,,,,,,,,No,,,,,,,,,,Another type of area,,,,No,,,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161784,,,,,3,,,,,463 kWh/m²kilowatt hour per square meters,F,20220914012586,Not specified,51706 kWh/year,"Make an offer starting from€ 130,000Make an offer starting from130000 €",€ 490490 €,No,"Rue des Déportés, 2B 6041- Gosselies",,,Hainaut,After signing the deed,,,,,,112m²square meters,,,,,,,,,,,,,,,,,,,,Gas,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Alison ES,,,,,,,,,,,,,,,,,,,,,
9578528,,,,,3,1,Yes,,,573 kWh/m²kilowatt hour per square meters,G,20211018023356,Not specified,84419 kWh/year,,€ 356356 €,No,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11847 - 3211,Hainaut,,,,6 m,,,147m²square meters,,Installed,,,,,1,,No,500m²square meters,8 mmeters,,,,,,,,,Gas,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€ 10,00010000€","€ 10,00010000€",€ 688688€,No,No,Yes,2,,,,,,,,,,,,,,
9967258,,,,,3,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,"€ 170,000170000 €",,No,Boulevard Audent 17 6000- Charleroi,http://www.lapropriete.be,11959 - 3283,Hainaut,,,,,1,,108m²square meters,,,,,,1,1,,No,150m²square meters,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
